Id	FunctionName	Annotation
hsa04080	Neuroactive_ligand-receptor_interaction	CHRNB3
hsa04080	Neuroactive_ligand-receptor_interaction	CHRNB4
hsa04080	Neuroactive_ligand-receptor_interaction	CHRND
hsa04080	Neuroactive_ligand-receptor_interaction	CHRNE
hsa04080	Neuroactive_ligand-receptor_interaction	CHRNG
hsa04080	Neuroactive_ligand-receptor_interaction	CNR1
hsa04080	Neuroactive_ligand-receptor_interaction	CNR2
hsa04080	Neuroactive_ligand-receptor_interaction	CORT
hsa04080	Neuroactive_ligand-receptor_interaction	CRH
hsa04080	Neuroactive_ligand-receptor_interaction	CRHR1
hsa04080	Neuroactive_ligand-receptor_interaction	CRHR2
hsa04080	Neuroactive_ligand-receptor_interaction	CSH1
hsa04080	Neuroactive_ligand-receptor_interaction	CSH2
hsa04080	Neuroactive_ligand-receptor_interaction	CTSG
hsa04080	Neuroactive_ligand-receptor_interaction	CYSLTR2
hsa04080	Neuroactive_ligand-receptor_interaction	DRD1
hsa04080	Neuroactive_ligand-receptor_interaction	DRD2
hsa04080	Neuroactive_ligand-receptor_interaction	DRD3
hsa04080	Neuroactive_ligand-receptor_interaction	DRD4
hsa04080	Neuroactive_ligand-receptor_interaction	DRD5
hsa04080	Neuroactive_ligand-receptor_interaction	EDN1
hsa04080	Neuroactive_ligand-receptor_interaction	EDN2
hsa04080	Neuroactive_ligand-receptor_interaction	EDN3
hsa04080	Neuroactive_ligand-receptor_interaction	EDNRA
hsa04080	Neuroactive_ligand-receptor_interaction	EDNRB
hsa04080	Neuroactive_ligand-receptor_interaction	F2
hsa04080	Neuroactive_ligand-receptor_interaction	F2R
hsa04080	Neuroactive_ligand-receptor_interaction	F2RL1
hsa04080	Neuroactive_ligand-receptor_interaction	F2RL2
hsa04080	Neuroactive_ligand-receptor_interaction	F2RL3
hsa04080	Neuroactive_ligand-receptor_interaction	FPR1
hsa04080	Neuroactive_ligand-receptor_interaction	FPR2
hsa04080	Neuroactive_ligand-receptor_interaction	FPR3
hsa04080	Neuroactive_ligand-receptor_interaction	FSHB
hsa04080	Neuroactive_ligand-receptor_interaction	FSHR
hsa04080	Neuroactive_ligand-receptor_interaction	GABBR1
hsa04080	Neuroactive_ligand-receptor_interaction	GABBR2
hsa04080	Neuroactive_ligand-receptor_interaction	GABRA1
hsa04080	Neuroactive_ligand-receptor_interaction	GABRA2
hsa04080	Neuroactive_ligand-receptor_interaction	GABRA4
hsa04080	Neuroactive_ligand-receptor_interaction	GABRA5
hsa04080	Neuroactive_ligand-receptor_interaction	GABRA6
hsa04080	Neuroactive_ligand-receptor_interaction	GABRB1
hsa04080	Neuroactive_ligand-receptor_interaction	GABRB2
hsa04080	Neuroactive_ligand-receptor_interaction	GABRB3
hsa04080	Neuroactive_ligand-receptor_interaction	GABRD
hsa04080	Neuroactive_ligand-receptor_interaction	GABRG1
hsa04080	Neuroactive_ligand-receptor_interaction	GABRG2
hsa04080	Neuroactive_ligand-receptor_interaction	GABRG3
hsa04080	Neuroactive_ligand-receptor_interaction	GABRP
hsa04080	Neuroactive_ligand-receptor_interaction	GABRR1
hsa04080	Neuroactive_ligand-receptor_interaction	GABRR2
hsa04080	Neuroactive_ligand-receptor_interaction	GAL
hsa04080	Neuroactive_ligand-receptor_interaction	GALR1
hsa04080	Neuroactive_ligand-receptor_interaction	GALR2
hsa04080	Neuroactive_ligand-receptor_interaction	GALR3
hsa04080	Neuroactive_ligand-receptor_interaction	GCG
hsa04080	Neuroactive_ligand-receptor_interaction	GCGR
hsa04080	Neuroactive_ligand-receptor_interaction	GH1
hsa04080	Neuroactive_ligand-receptor_interaction	GH2
hsa04080	Neuroactive_ligand-receptor_interaction	GHR
hsa04080	Neuroactive_ligand-receptor_interaction	GHRH
hsa04080	Neuroactive_ligand-receptor_interaction	GHRHR
hsa04080	Neuroactive_ligand-receptor_interaction	GHRL
hsa04080	Neuroactive_ligand-receptor_interaction	GHSR
hsa04080	Neuroactive_ligand-receptor_interaction	GIP
hsa04080	Neuroactive_ligand-receptor_interaction	GIPR
hsa04080	Neuroactive_ligand-receptor_interaction	GLP1R
hsa04080	Neuroactive_ligand-receptor_interaction	GLP2R
hsa04080	Neuroactive_ligand-receptor_interaction	GLRA1
hsa04080	Neuroactive_ligand-receptor_interaction	GLRA3
hsa04080	Neuroactive_ligand-receptor_interaction	GLRB
hsa04080	Neuroactive_ligand-receptor_interaction	GNRH1
hsa04080	Neuroactive_ligand-receptor_interaction	GNRH2
hsa04080	Neuroactive_ligand-receptor_interaction	GNRHR
hsa04080	Neuroactive_ligand-receptor_interaction	GPR156
hsa04080	Neuroactive_ligand-receptor_interaction	GPR35
hsa04080	Neuroactive_ligand-receptor_interaction	GPR83
hsa04080	Neuroactive_ligand-receptor_interaction	GRIA1
hsa04080	Neuroactive_ligand-receptor_interaction	GRIA2
hsa04080	Neuroactive_ligand-receptor_interaction	GRIA4
hsa04080	Neuroactive_ligand-receptor_interaction	GRID1
hsa04080	Neuroactive_ligand-receptor_interaction	GRID2
hsa04080	Neuroactive_ligand-receptor_interaction	GRIK1
hsa04080	Neuroactive_ligand-receptor_interaction	GRIK2
hsa04080	Neuroactive_ligand-receptor_interaction	GRIK3
hsa04080	Neuroactive_ligand-receptor_interaction	GRIK4
hsa04080	Neuroactive_ligand-receptor_interaction	GRIK5
hsa04080	Neuroactive_ligand-receptor_interaction	GRIN1
hsa04080	Neuroactive_ligand-receptor_interaction	GRIN2A
hsa04080	Neuroactive_ligand-receptor_interaction	GRIN2B
hsa04080	Neuroactive_ligand-receptor_interaction	GRIN2C
hsa04080	Neuroactive_ligand-receptor_interaction	GRIN2D
hsa04080	Neuroactive_ligand-receptor_interaction	GRIN3A
hsa04080	Neuroactive_ligand-receptor_interaction	GRIN3B
hsa04080	Neuroactive_ligand-receptor_interaction	GRM1
hsa04080	Neuroactive_ligand-receptor_interaction	GRM2
hsa04080	Neuroactive_ligand-receptor_interaction	GRM3
hsa04080	Neuroactive_ligand-receptor_interaction	GRM4
hsa04080	Neuroactive_ligand-receptor_interaction	GRM5
hsa04080	Neuroactive_ligand-receptor_interaction	GRM6
hsa04080	Neuroactive_ligand-receptor_interaction	GRM7
hsa04080	Neuroactive_ligand-receptor_interaction	GRM8
hsa04080	Neuroactive_ligand-receptor_interaction	GRP
hsa04080	Neuroactive_ligand-receptor_interaction	GZMA
hsa04080	Neuroactive_ligand-receptor_interaction	HCRT
hsa04080	Neuroactive_ligand-receptor_interaction	HCRTR1
hsa04080	Neuroactive_ligand-receptor_interaction	HCRTR2
hsa04080	Neuroactive_ligand-receptor_interaction	HRH1
hsa04080	Neuroactive_ligand-receptor_interaction	HRH2
hsa04080	Neuroactive_ligand-receptor_interaction	HRH3
hsa04080	Neuroactive_ligand-receptor_interaction	HRH4
hsa04080	Neuroactive_ligand-receptor_interaction	HTR1A
hsa04080	Neuroactive_ligand-receptor_interaction	HTR1B
hsa04080	Neuroactive_ligand-receptor_interaction	HTR1D
hsa04080	Neuroactive_ligand-receptor_interaction	HTR1E
hsa04080	Neuroactive_ligand-receptor_interaction	HTR1F
hsa04080	Neuroactive_ligand-receptor_interaction	HTR2A
hsa04080	Neuroactive_ligand-receptor_interaction	HTR2B
hsa04080	Neuroactive_ligand-receptor_interaction	HTR4
hsa04080	Neuroactive_ligand-receptor_interaction	HTR5A
hsa04080	Neuroactive_ligand-receptor_interaction	HTR6
hsa04080	Neuroactive_ligand-receptor_interaction	HTR7
hsa04080	Neuroactive_ligand-receptor_interaction	IAPP
hsa04080	Neuroactive_ligand-receptor_interaction	INSL3
hsa04080	Neuroactive_ligand-receptor_interaction	INSL5
hsa04080	Neuroactive_ligand-receptor_interaction	KISS1
hsa04080	Neuroactive_ligand-receptor_interaction	KISS1R
hsa04080	Neuroactive_ligand-receptor_interaction	KNG1
hsa04080	Neuroactive_ligand-receptor_interaction	LEP
hsa04080	Neuroactive_ligand-receptor_interaction	LEPR
hsa04080	Neuroactive_ligand-receptor_interaction	LHB
hsa04080	Neuroactive_ligand-receptor_interaction	LHCGR
hsa04080	Neuroactive_ligand-receptor_interaction	LPAR1
hsa04080	Neuroactive_ligand-receptor_interaction	LPAR2
hsa04080	Neuroactive_ligand-receptor_interaction	LPAR3
hsa04080	Neuroactive_ligand-receptor_interaction	LPAR6
hsa04080	Neuroactive_ligand-receptor_interaction	LTB4R
hsa04080	Neuroactive_ligand-receptor_interaction	MAS1
hsa04080	Neuroactive_ligand-receptor_interaction	MC1R
hsa04080	Neuroactive_ligand-receptor_interaction	MC2R
hsa04080	Neuroactive_ligand-receptor_interaction	MC3R
hsa04080	Neuroactive_ligand-receptor_interaction	MC4R
hsa04080	Neuroactive_ligand-receptor_interaction	MC5R
hsa04080	Neuroactive_ligand-receptor_interaction	MCHR1
hsa04080	Neuroactive_ligand-receptor_interaction	MCHR2
hsa04080	Neuroactive_ligand-receptor_interaction	MLN
hsa04080	Neuroactive_ligand-receptor_interaction	MLNR
hsa04080	Neuroactive_ligand-receptor_interaction	MTNR1A
hsa04080	Neuroactive_ligand-receptor_interaction	MTNR1B
hsa04080	Neuroactive_ligand-receptor_interaction	NMB
hsa04080	Neuroactive_ligand-receptor_interaction	NMBR
hsa04080	Neuroactive_ligand-receptor_interaction	NMU
hsa04080	Neuroactive_ligand-receptor_interaction	NMUR1
hsa04080	Neuroactive_ligand-receptor_interaction	NMUR2
hsa04080	Neuroactive_ligand-receptor_interaction	NPB
hsa04080	Neuroactive_ligand-receptor_interaction	NPBWR1
hsa04080	Neuroactive_ligand-receptor_interaction	NPBWR2
hsa04080	Neuroactive_ligand-receptor_interaction	NPFF
hsa04080	Neuroactive_ligand-receptor_interaction	NPFFR1
hsa04080	Neuroactive_ligand-receptor_interaction	NPFFR2
hsa04080	Neuroactive_ligand-receptor_interaction	NPW
hsa04080	Neuroactive_ligand-receptor_interaction	NPY
hsa04080	Neuroactive_ligand-receptor_interaction	NPY1R
hsa04080	Neuroactive_ligand-receptor_interaction	NPY2R
hsa04080	Neuroactive_ligand-receptor_interaction	NPY4R
hsa04080	Neuroactive_ligand-receptor_interaction	NPY5R
hsa04080	Neuroactive_ligand-receptor_interaction	NR3C1
hsa04080	Neuroactive_ligand-receptor_interaction	NTS
hsa04080	Neuroactive_ligand-receptor_interaction	NTSR1
hsa04080	Neuroactive_ligand-receptor_interaction	NTSR2
hsa04080	Neuroactive_ligand-receptor_interaction	OPRD1
hsa04080	Neuroactive_ligand-receptor_interaction	OPRK1
hsa04080	Neuroactive_ligand-receptor_interaction	OPRL1
hsa04080	Neuroactive_ligand-receptor_interaction	OPRM1
hsa04080	Neuroactive_ligand-receptor_interaction	OXT
hsa04080	Neuroactive_ligand-receptor_interaction	OXTR
hsa04080	Neuroactive_ligand-receptor_interaction	P2RX1
hsa04080	Neuroactive_ligand-receptor_interaction	P2RX2
hsa04080	Neuroactive_ligand-receptor_interaction	P2RX3
hsa04080	Neuroactive_ligand-receptor_interaction	P2RX4
hsa04080	Neuroactive_ligand-receptor_interaction	P2RX5
hsa04080	Neuroactive_ligand-receptor_interaction	P2RX6
hsa04080	Neuroactive_ligand-receptor_interaction	P2RX7
hsa04080	Neuroactive_ligand-receptor_interaction	P2RY1
hsa04080	Neuroactive_ligand-receptor_interaction	P2RY11
hsa04080	Neuroactive_ligand-receptor_interaction	P2RY13
hsa04080	Neuroactive_ligand-receptor_interaction	P2RY14
hsa04080	Neuroactive_ligand-receptor_interaction	P2RY2
hsa04080	Neuroactive_ligand-receptor_interaction	P2RY6
hsa04080	Neuroactive_ligand-receptor_interaction	PARD3
hsa04080	Neuroactive_ligand-receptor_interaction	PDYN
hsa04080	Neuroactive_ligand-receptor_interaction	PENK
hsa04080	Neuroactive_ligand-receptor_interaction	PLG
hsa04080	Neuroactive_ligand-receptor_interaction	PMCH
hsa04080	Neuroactive_ligand-receptor_interaction	POMC
hsa04080	Neuroactive_ligand-receptor_interaction	PPY
hsa04080	Neuroactive_ligand-receptor_interaction	PRL
hsa04080	Neuroactive_ligand-receptor_interaction	PRLH
hsa04080	Neuroactive_ligand-receptor_interaction	PRLHR
hsa04080	Neuroactive_ligand-receptor_interaction	PRLR
hsa04080	Neuroactive_ligand-receptor_interaction	PRSS1
hsa04080	Neuroactive_ligand-receptor_interaction	PRSS3
hsa04080	Neuroactive_ligand-receptor_interaction	PTAFR
hsa04080	Neuroactive_ligand-receptor_interaction	PTGDR
hsa04080	Neuroactive_ligand-receptor_interaction	PTGER1
hsa04080	Neuroactive_ligand-receptor_interaction	PTGER2
hsa04080	Neuroactive_ligand-receptor_interaction	PTGER3
hsa04080	Neuroactive_ligand-receptor_interaction	PTGER4
hsa04080	Neuroactive_ligand-receptor_interaction	PTGFR
hsa04080	Neuroactive_ligand-receptor_interaction	PTGIR
hsa04080	Neuroactive_ligand-receptor_interaction	PTH
hsa04080	Neuroactive_ligand-receptor_interaction	PTH1R
hsa04080	Neuroactive_ligand-receptor_interaction	PTH2
hsa04080	Neuroactive_ligand-receptor_interaction	PTH2R
hsa04080	Neuroactive_ligand-receptor_interaction	PYY
hsa04080	Neuroactive_ligand-receptor_interaction	RLN1
hsa04080	Neuroactive_ligand-receptor_interaction	RLN2
hsa04080	Neuroactive_ligand-receptor_interaction	RLN3
hsa04080	Neuroactive_ligand-receptor_interaction	RXFP1
hsa04080	Neuroactive_ligand-receptor_interaction	RXFP2
hsa04080	Neuroactive_ligand-receptor_interaction	RXFP3
hsa04080	Neuroactive_ligand-receptor_interaction	RXFP4
hsa04080	Neuroactive_ligand-receptor_interaction	S1PR1
hsa04080	Neuroactive_ligand-receptor_interaction	S1PR2
hsa04080	Neuroactive_ligand-receptor_interaction	S1PR3
hsa04080	Neuroactive_ligand-receptor_interaction	S1PR4
hsa04080	Neuroactive_ligand-receptor_interaction	S1PR5
hsa04080	Neuroactive_ligand-receptor_interaction	SCT
hsa04080	Neuroactive_ligand-receptor_interaction	SCTR
hsa04080	Neuroactive_ligand-receptor_interaction	SLURP1
hsa04080	Neuroactive_ligand-receptor_interaction	SST
hsa04080	Neuroactive_ligand-receptor_interaction	SSTR1
hsa04080	Neuroactive_ligand-receptor_interaction	SSTR2
hsa04080	Neuroactive_ligand-receptor_interaction	SSTR4
hsa04080	Neuroactive_ligand-receptor_interaction	SSTR5
hsa04080	Neuroactive_ligand-receptor_interaction	TAAR1
hsa04080	Neuroactive_ligand-receptor_interaction	TAAR2
hsa04080	Neuroactive_ligand-receptor_interaction	TAAR5
hsa04080	Neuroactive_ligand-receptor_interaction	TAAR6
hsa04080	Neuroactive_ligand-receptor_interaction	TAAR8
hsa04080	Neuroactive_ligand-receptor_interaction	TAC1
hsa04080	Neuroactive_ligand-receptor_interaction	TAC3
hsa04080	Neuroactive_ligand-receptor_interaction	TAC4
hsa04080	Neuroactive_ligand-receptor_interaction	TACR1
hsa04080	Neuroactive_ligand-receptor_interaction	TACR2
hsa04080	Neuroactive_ligand-receptor_interaction	TACR3
hsa04080	Neuroactive_ligand-receptor_interaction	TBXA2R
hsa04080	Neuroactive_ligand-receptor_interaction	THRA
hsa04080	Neuroactive_ligand-receptor_interaction	THRB
hsa04080	Neuroactive_ligand-receptor_interaction	TRH
hsa04080	Neuroactive_ligand-receptor_interaction	TRHR
hsa04080	Neuroactive_ligand-receptor_interaction	TRPV1
hsa04080	Neuroactive_ligand-receptor_interaction	TSHB
hsa04080	Neuroactive_ligand-receptor_interaction	TSHR
hsa04080	Neuroactive_ligand-receptor_interaction	TSPO
hsa04080	Neuroactive_ligand-receptor_interaction	UCN
hsa04080	Neuroactive_ligand-receptor_interaction	UCN2
hsa04080	Neuroactive_ligand-receptor_interaction	UCN3
hsa04080	Neuroactive_ligand-receptor_interaction	UTS2
hsa04080	Neuroactive_ligand-receptor_interaction	UTS2R
hsa04080	Neuroactive_ligand-receptor_interaction	VIP
hsa04080	Neuroactive_ligand-receptor_interaction	VIPR1
hsa04080	Neuroactive_ligand-receptor_interaction	VIPR2
hsa04090	CD_molecules	ABCB1
hsa04090	CD_molecules	ABCG2
hsa04090	CD_molecules	ACE
hsa04090	CD_molecules	ADAM10
hsa04090	CD_molecules	ADAM17
hsa04090	CD_molecules	ADAM8
hsa04090	CD_molecules	ALCAM
hsa04090	CD_molecules	ALK
hsa04090	CD_molecules	ANPEP
hsa04090	CD_molecules	ART1
hsa04090	CD_molecules	ART4
hsa04090	CD_molecules	ATP1B1
hsa04090	CD_molecules	ATP1B2
hsa04090	CD_molecules	ATP1B3
hsa04090	CD_molecules	BCAM
hsa04090	CD_molecules	BMPR1A
hsa04090	CD_molecules	BMPR1B
hsa04090	CD_molecules	BSG
hsa04090	CD_molecules	BST1
hsa04090	CD_molecules	BST2
hsa04090	CD_molecules	BTLA
hsa04090	CD_molecules	BTN1A1
hsa04090	CD_molecules	BTN2A1
hsa04090	CD_molecules	BTN2A2
hsa04090	CD_molecules	BTN3A1
hsa04090	CD_molecules	BTN3A2
hsa04090	CD_molecules	BTN3A3
hsa04090	CD_molecules	BTNL3
hsa04090	CD_molecules	BTNL8
hsa04090	CD_molecules	BTNL9
hsa04090	CD_molecules	C5AR1
hsa04090	CD_molecules	CCR1
hsa04090	CD_molecules	CCR2
hsa04090	CD_molecules	CCR3
hsa04090	CD_molecules	CCR4
hsa04090	CD_molecules	CCR5
hsa04090	CD_molecules	CCR6
hsa04090	CD_molecules	CCR7
hsa04090	CD_molecules	CCR8
hsa04090	CD_molecules	CCR9
hsa04090	CD_molecules	CD101
hsa04090	CD_molecules	CD109
hsa04090	CD_molecules	CD14
hsa04090	CD_molecules	CD151
hsa04090	CD_molecules	CD160
hsa04090	CD_molecules	CD163
hsa04090	CD_molecules	CD163L1
hsa04090	CD_molecules	CD164
hsa04090	CD_molecules	CD180
hsa04090	CD_molecules	CD19
hsa04090	CD_molecules	CD1A
hsa04090	CD_molecules	CD1B
hsa04090	CD_molecules	CD1C
hsa04090	CD_molecules	CD1D
hsa04090	CD_molecules	CD1E
hsa04090	CD_molecules	CD2
hsa04090	CD_molecules	CD200
hsa04090	CD_molecules	CD207
hsa04090	CD_molecules	CD209
hsa04090	CD_molecules	CD22
hsa04090	CD_molecules	CD226
hsa04090	CD_molecules	CD244
hsa04090	CD_molecules	CD247
hsa04090	CD_molecules	CD248
hsa04090	CD_molecules	CD27
hsa04090	CD_molecules	CD274
hsa04090	CD_molecules	CD276
hsa04090	CD_molecules	CD28
hsa04090	CD_molecules	CD300A
hsa04090	CD_molecules	CD300C
hsa04090	CD_molecules	CD300E
hsa04090	CD_molecules	CD302
hsa04090	CD_molecules	CD320
hsa04090	CD_molecules	CD33
hsa04090	CD_molecules	CD34
hsa04090	CD_molecules	CD36
hsa04090	CD_molecules	CD37
hsa04090	CD_molecules	CD38
hsa04090	CD_molecules	CD3D
hsa04090	CD_molecules	CD3E
hsa04090	CD_molecules	CD3G
hsa04090	CD_molecules	CD4
hsa04090	CD_molecules	CD40
hsa04090	CD_molecules	CD44
hsa04090	CD_molecules	CD46
hsa04090	CD_molecules	CD47
hsa04090	CD_molecules	CD48
hsa04090	CD_molecules	CD5
hsa04090	CD_molecules	CD52
hsa04090	CD_molecules	CD53
hsa04090	CD_molecules	CD55
hsa04090	CD_molecules	CD58
hsa04090	CD_molecules	CD59
hsa04090	CD_molecules	CD6
hsa04090	CD_molecules	CD63
hsa04090	CD_molecules	CD68
hsa04090	CD_molecules	CD69
hsa04090	CD_molecules	CD7
hsa04090	CD_molecules	CD70
hsa04090	CD_molecules	CD72
hsa04090	CD_molecules	CD74
hsa04090	CD_molecules	CD79A
hsa04090	CD_molecules	CD79B
hsa04090	CD_molecules	CD80
hsa04090	CD_molecules	CD81
hsa04090	CD_molecules	CD82
hsa04090	CD_molecules	CD83
hsa04090	CD_molecules	CD84
hsa04090	CD_molecules	CD86
hsa04090	CD_molecules	CD8A
hsa04090	CD_molecules	CD8B
hsa04090	CD_molecules	CD9
hsa04090	CD_molecules	CD93
hsa04090	CD_molecules	CD96
hsa04090	CD_molecules	CD97
hsa04090	CD_molecules	CDCP1
hsa04090	CD_molecules	CDH1
hsa04090	CD_molecules	CDH2
hsa04090	CD_molecules	CDH5
hsa04090	CD_molecules	CEACAM1
hsa04090	CD_molecules	CEACAM16
hsa04090	CD_molecules	CEACAM18
hsa04090	CD_molecules	CEACAM21
hsa04090	CD_molecules	CEACAM3
hsa04090	CD_molecules	CEACAM4
hsa04090	CD_molecules	CEACAM5
hsa04090	CD_molecules	CEACAM6
hsa04090	CD_molecules	CEACAM7
hsa04090	CD_molecules	CEACAM8
hsa04090	CD_molecules	CLEC10A
hsa04090	CD_molecules	CLEC12A
hsa04090	CD_molecules	CLEC4A
hsa04090	CD_molecules	CLEC4C
hsa04090	CD_molecules	CLEC4D
hsa04090	CD_molecules	CLEC4M
hsa04090	CD_molecules	CLEC7A
hsa04090	CD_molecules	CLEC9A
hsa04090	CD_molecules	CR1
hsa04090	CD_molecules	CR1L
hsa04090	CD_molecules	CR2
hsa04090	CD_molecules	CRTAM
hsa04090	CD_molecules	CSF1R
hsa04090	CD_molecules	CSF2RB
hsa04090	CD_molecules	CSF3R
hsa04090	CD_molecules	CTLA4
hsa04090	CD_molecules	CXCR1
hsa04090	CD_molecules	CXCR2
hsa04090	CD_molecules	CXCR4
hsa04090	CD_molecules	CXCR5
hsa04090	CD_molecules	CXCR6
hsa04090	CD_molecules	DARC
hsa04090	CD_molecules	DDR1
hsa04090	CD_molecules	DDR2
hsa04090	CD_molecules	DPP4
hsa04090	CD_molecules	EMR2
hsa04090	CD_molecules	ENG
hsa04090	CD_molecules	ENPEP
hsa04090	CD_molecules	ENPP1
hsa04090	CD_molecules	ENPP3
hsa04090	CD_molecules	ENTPD1
hsa04090	CD_molecules	ENTPD3
hsa04090	CD_molecules	ENTPD8
hsa04090	CD_molecules	EPCAM
hsa04090	CD_molecules	ERBB2
hsa04090	CD_molecules	ERMAP
hsa04090	CD_molecules	EVI2B
hsa04090	CD_molecules	F11R
hsa04090	CD_molecules	F3
hsa04090	CD_molecules	FAS
hsa04090	CD_molecules	FASLG
hsa04090	CD_molecules	FCAMR
hsa04090	CD_molecules	FCAR
hsa04090	CD_molecules	FCER2
hsa04090	CD_molecules	FCGR1A
hsa04090	CD_molecules	FCGR2A
hsa04090	CD_molecules	FCGR2B
hsa04090	CD_molecules	FCGR3A
hsa04090	CD_molecules	FCGR3B
hsa04090	CD_molecules	FCRL1
hsa04090	CD_molecules	FCRL2
hsa04090	CD_molecules	FCRL3
hsa04090	CD_molecules	FCRL4
hsa04090	CD_molecules	FCRL5
hsa04090	CD_molecules	FGFR1
hsa04090	CD_molecules	FGFR2
hsa04090	CD_molecules	FGFR3
hsa04090	CD_molecules	FGFR4
hsa04090	CD_molecules	FLT3
hsa04090	CD_molecules	FZD10
hsa04090	CD_molecules	FZD4
hsa04090	CD_molecules	FZD9
hsa04090	CD_molecules	GGT1
hsa04090	CD_molecules	GGT5
hsa04090	CD_molecules	GP1BA
hsa04090	CD_molecules	GP1BB
hsa04090	CD_molecules	GP5
hsa04090	CD_molecules	GP9
hsa04090	CD_molecules	GYPA
hsa04090	CD_molecules	GYPB
hsa04090	CD_molecules	GYPC
hsa04090	CD_molecules	HAVCR1
hsa04090	CD_molecules	HAVCR2
hsa04090	CD_molecules	HMMR
hsa04090	CD_molecules	ICAM1
hsa04090	CD_molecules	ICAM2
hsa04090	CD_molecules	ICAM3
hsa04090	CD_molecules	ICAM4
hsa04090	CD_molecules	ICOS
hsa04090	CD_molecules	ICOSLG
hsa04090	CD_molecules	IFITM1
hsa04090	CD_molecules	IFNGR1
hsa04090	CD_molecules	IGF1R
hsa04090	CD_molecules	IGF2R
hsa04090	CD_molecules	IGLL1
hsa04090	CD_molecules	IGSF3
hsa04090	CD_molecules	IGSF8
hsa04090	CD_molecules	IL10RA
hsa04090	CD_molecules	IL10RB
hsa04090	CD_molecules	IL12RB1
hsa04090	CD_molecules	IL15RA
hsa04090	CD_molecules	IL17RA
hsa04090	CD_molecules	IL18R1
hsa04090	CD_molecules	IL18RAP
hsa04090	CD_molecules	IL1R1
hsa04090	CD_molecules	IL1R2
hsa04090	CD_molecules	IL21R
hsa04090	CD_molecules	IL2RA
hsa04090	CD_molecules	IL2RB
hsa04090	CD_molecules	IL4R
hsa04090	CD_molecules	IL5RA
hsa04090	CD_molecules	IL6R
hsa04090	CD_molecules	IL6ST
hsa04090	CD_molecules	IL7R
hsa04090	CD_molecules	INSR
hsa04090	CD_molecules	ITGA1
hsa04090	CD_molecules	ITGA2
hsa04090	CD_molecules	ITGA2B
hsa04090	CD_molecules	ITGA3
hsa04090	CD_molecules	ITGA4
hsa04090	CD_molecules	ITGA5
hsa04090	CD_molecules	ITGA6
hsa04090	CD_molecules	ITGAD
hsa04090	CD_molecules	ITGAE
hsa04090	CD_molecules	ITGAL
hsa04090	CD_molecules	ITGAM
hsa04090	CD_molecules	ITGAV
hsa04090	CD_molecules	ITGAX
hsa04090	CD_molecules	ITGB1
hsa04090	CD_molecules	ITGB2
hsa04090	CD_molecules	ITGB3
hsa04090	CD_molecules	ITGB4
hsa04090	CD_molecules	JAG1
hsa04090	CD_molecules	JAM2
hsa04090	CD_molecules	KDR
hsa04090	CD_molecules	KEL
hsa04090	CD_molecules	KIR2DL1
hsa04090	CD_molecules	KIR2DL3
hsa04090	CD_molecules	KIR2DL4
hsa04090	CD_molecules	KIR3DL1
hsa04090	CD_molecules	KIR3DL2
hsa04090	CD_molecules	KIR3DL3
hsa04090	CD_molecules	KIT
hsa04090	CD_molecules	KLRB1
hsa04090	CD_molecules	KLRC1
hsa04090	CD_molecules	KLRC2
hsa04090	CD_molecules	KLRC3
hsa04090	CD_molecules	KLRC4
hsa04090	CD_molecules	KLRD1
hsa04090	CD_molecules	KLRK1
hsa04090	CD_molecules	LAG3
hsa04090	CD_molecules	LAIR1
hsa04090	CD_molecules	LAIR2
hsa04090	CD_molecules	LAMP1
hsa04090	CD_molecules	LAMP3
hsa04090	CD_molecules	LEPR
hsa04090	CD_molecules	LIFR
hsa04090	CD_molecules	LILRA1
hsa04090	CD_molecules	LILRA2
hsa04090	CD_molecules	LILRA4
hsa04090	CD_molecules	LILRA5
hsa04090	CD_molecules	LILRA6
hsa04090	CD_molecules	LILRB1
hsa04090	CD_molecules	LILRB2
hsa04090	CD_molecules	LILRB3
hsa04090	CD_molecules	LILRB4
hsa04090	CD_molecules	LILRB5
hsa04090	CD_molecules	LRP1
hsa04090	CD_molecules	LY75
hsa04090	CD_molecules	LY9
hsa04090	CD_molecules	MCAM
hsa04090	CD_molecules	MFI2
hsa04090	CD_molecules	MME
hsa04090	CD_molecules	MPL
hsa04090	CD_molecules	MRC2
hsa04090	CD_molecules	MS4A1
hsa04090	CD_molecules	MSR1
hsa04090	CD_molecules	MST1R
hsa04090	CD_molecules	MUC1
hsa04090	CD_molecules	NCAM1
hsa04090	CD_molecules	NCAM2
hsa04090	CD_molecules	NCR1
hsa04090	CD_molecules	NCR2
hsa04090	CD_molecules	NCR3
hsa04090	CD_molecules	NGFR
hsa04090	CD_molecules	NRP1
hsa04090	CD_molecules	NT5E
hsa04090	CD_molecules	PDCD1
hsa04090	CD_molecules	PDCD1LG2
hsa04090	CD_molecules	PDGFRA
hsa04090	CD_molecules	PDGFRB
hsa04090	CD_molecules	PI16
hsa04090	CD_molecules	PLA2R1
hsa04090	CD_molecules	PLAUR
hsa04090	CD_molecules	PLXNC1
hsa04090	CD_molecules	PRNP
hsa04090	CD_molecules	PROCR
hsa04090	CD_molecules	PROM1
hsa04090	CD_molecules	PSG1
hsa04090	CD_molecules	PSG11
hsa04090	CD_molecules	PSG2
hsa04090	CD_molecules	PSG3
hsa04090	CD_molecules	PSG4
