Id	FunctionName	Annotation
hsa03000	Transcription_factors	ALX3
hsa03000	Transcription_factors	ALX4
hsa03000	Transcription_factors	ARNT
hsa03000	Transcription_factors	ARNT2
hsa03000	Transcription_factors	ARNTL
hsa03000	Transcription_factors	ARNTL2
hsa03000	Transcription_factors	ASCL1
hsa03000	Transcription_factors	ASCL2
hsa03000	Transcription_factors	ASCL3
hsa03000	Transcription_factors	ASCL4
hsa03000	Transcription_factors	ASCL5
hsa03000	Transcription_factors	ATF1
hsa03000	Transcription_factors	ATF2
hsa03000	Transcription_factors	ATF3
hsa03000	Transcription_factors	ATF4
hsa03000	Transcription_factors	ATF5
hsa03000	Transcription_factors	ATF6
hsa03000	Transcription_factors	ATF6B
hsa03000	Transcription_factors	ATF7
hsa03000	Transcription_factors	ATOH1
hsa03000	Transcription_factors	ATOH7
hsa03000	Transcription_factors	ATOH8
hsa03000	Transcription_factors	BACH1
hsa03000	Transcription_factors	BACH2
hsa03000	Transcription_factors	BARHL1
hsa03000	Transcription_factors	BARHL2
hsa03000	Transcription_factors	BARX1
hsa03000	Transcription_factors	BARX2
hsa03000	Transcription_factors	BATF
hsa03000	Transcription_factors	BATF2
hsa03000	Transcription_factors	BATF3
hsa03000	Transcription_factors	BBX
hsa03000	Transcription_factors	BCL11A
hsa03000	Transcription_factors	BCL11B
hsa03000	Transcription_factors	BCL3
hsa03000	Transcription_factors	BCL6
hsa03000	Transcription_factors	BCL6B
hsa03000	Transcription_factors	BHLHA15
hsa03000	Transcription_factors	BHLHA9
hsa03000	Transcription_factors	BHLHE22
hsa03000	Transcription_factors	BHLHE23
hsa03000	Transcription_factors	BHLHE40
hsa03000	Transcription_factors	BHLHE41
hsa03000	Transcription_factors	BNC1
hsa03000	Transcription_factors	BNC2
hsa03000	Transcription_factors	C1orf51
hsa03000	Transcription_factors	CAMTA1
hsa03000	Transcription_factors	CAMTA2
hsa03000	Transcription_factors	CARF
hsa03000	Transcription_factors	CCNDBP1
hsa03000	Transcription_factors	CDX1
hsa03000	Transcription_factors	CDX2
hsa03000	Transcription_factors	CEBPA
hsa03000	Transcription_factors	CEBPB
hsa03000	Transcription_factors	CEBPD
hsa03000	Transcription_factors	CEBPE
hsa03000	Transcription_factors	CEBPG
hsa03000	Transcription_factors	CHCHD2
hsa03000	Transcription_factors	CIC
hsa03000	Transcription_factors	CLOCK
hsa03000	Transcription_factors	CNBP
hsa03000	Transcription_factors	CREB1
hsa03000	Transcription_factors	CREB3
hsa03000	Transcription_factors	CREB3L1
hsa03000	Transcription_factors	CREB3L2
hsa03000	Transcription_factors	CREB3L3
hsa03000	Transcription_factors	CREB3L4
hsa03000	Transcription_factors	CREB5
hsa03000	Transcription_factors	CREBBP
hsa03000	Transcription_factors	CREBZF
hsa03000	Transcription_factors	CREM
hsa03000	Transcription_factors	CRX
hsa03000	Transcription_factors	CSRP1
hsa03000	Transcription_factors	CSRP2
hsa03000	Transcription_factors	CSRP3
hsa03000	Transcription_factors	CTCF
hsa03000	Transcription_factors	CTCFL
hsa03000	Transcription_factors	CUX1
hsa03000	Transcription_factors	CUX2
hsa03000	Transcription_factors	CXXC1
hsa03000	Transcription_factors	CXXC5
hsa03000	Transcription_factors	DBP
hsa03000	Transcription_factors	DDIT3
hsa03000	Transcription_factors	DLX1
hsa03000	Transcription_factors	DLX2
hsa03000	Transcription_factors	DLX3
hsa03000	Transcription_factors	DLX4
hsa03000	Transcription_factors	DLX5
hsa03000	Transcription_factors	DLX6
hsa03000	Transcription_factors	DMRT1
hsa03000	Transcription_factors	DMRT2
hsa03000	Transcription_factors	DMRT3
hsa03000	Transcription_factors	DMRTA1
hsa03000	Transcription_factors	DMRTA2
hsa03000	Transcription_factors	DMRTB1
hsa03000	Transcription_factors	DMRTC2
hsa03000	Transcription_factors	DMTF1
hsa03000	Transcription_factors	E2F1
hsa03000	Transcription_factors	E2F2
hsa03000	Transcription_factors	E2F3
hsa03000	Transcription_factors	E2F4
hsa03000	Transcription_factors	E2F5
hsa03000	Transcription_factors	E2F6
hsa03000	Transcription_factors	E2F7
hsa03000	Transcription_factors	E2F8
hsa03000	Transcription_factors	E4F1
hsa03000	Transcription_factors	EBF1
hsa03000	Transcription_factors	EBF2
hsa03000	Transcription_factors	EBF3
hsa03000	Transcription_factors	EBF4
hsa03000	Transcription_factors	EGR1
hsa03000	Transcription_factors	EGR2
hsa03000	Transcription_factors	EGR3
hsa03000	Transcription_factors	EGR4
hsa03000	Transcription_factors	EHF
hsa03000	Transcription_factors	ELF1
hsa03000	Transcription_factors	ELF2
hsa03000	Transcription_factors	ELF3
hsa03000	Transcription_factors	ELF5
hsa03000	Transcription_factors	ELK3
hsa03000	Transcription_factors	ELK4
hsa03000	Transcription_factors	EMX1
hsa03000	Transcription_factors	EMX2
hsa03000	Transcription_factors	EN1
hsa03000	Transcription_factors	EN2
hsa03000	Transcription_factors	EOMES
hsa03000	Transcription_factors	EP300
hsa03000	Transcription_factors	EPAS1
hsa03000	Transcription_factors	ERF
hsa03000	Transcription_factors	ERG
hsa03000	Transcription_factors	ESR1
hsa03000	Transcription_factors	ESR2
hsa03000	Transcription_factors	ESRRA
hsa03000	Transcription_factors	ESRRB
hsa03000	Transcription_factors	ESRRG
hsa03000	Transcription_factors	ETS1
hsa03000	Transcription_factors	ETS2
hsa03000	Transcription_factors	ETV1
hsa03000	Transcription_factors	ETV2
hsa03000	Transcription_factors	ETV3
hsa03000	Transcription_factors	ETV4
hsa03000	Transcription_factors	ETV5
hsa03000	Transcription_factors	ETV6
hsa03000	Transcription_factors	ETV7
hsa03000	Transcription_factors	EVX1
hsa03000	Transcription_factors	EVX2
hsa03000	Transcription_factors	FERD3L
hsa03000	Transcription_factors	FEV
hsa03000	Transcription_factors	FIGLA
hsa03000	Transcription_factors	FLI1
hsa03000	Transcription_factors	FOS
hsa03000	Transcription_factors	FOSB
hsa03000	Transcription_factors	FOSL1
hsa03000	Transcription_factors	FOSL2
hsa03000	Transcription_factors	FOXA1
hsa03000	Transcription_factors	FOXA2
hsa03000	Transcription_factors	FOXA3
hsa03000	Transcription_factors	FOXB1
hsa03000	Transcription_factors	FOXB2
hsa03000	Transcription_factors	FOXC1
hsa03000	Transcription_factors	FOXC2
hsa03000	Transcription_factors	FOXD1
hsa03000	Transcription_factors	FOXD2
hsa03000	Transcription_factors	FOXD3
hsa03000	Transcription_factors	FOXD4
hsa03000	Transcription_factors	FOXD4L1
hsa03000	Transcription_factors	FOXD4L3
hsa03000	Transcription_factors	FOXD4L4
hsa03000	Transcription_factors	FOXD4L5
hsa03000	Transcription_factors	FOXE1
hsa03000	Transcription_factors	FOXE3
hsa03000	Transcription_factors	FOXF1
hsa03000	Transcription_factors	FOXF2
hsa03000	Transcription_factors	FOXG1
hsa03000	Transcription_factors	FOXH1
hsa03000	Transcription_factors	FOXI1
hsa03000	Transcription_factors	FOXI2
hsa03000	Transcription_factors	FOXJ1
hsa03000	Transcription_factors	FOXJ2
hsa03000	Transcription_factors	FOXJ3
hsa03000	Transcription_factors	FOXK1
hsa03000	Transcription_factors	FOXK2
hsa03000	Transcription_factors	FOXL1
hsa03000	Transcription_factors	FOXL2
hsa03000	Transcription_factors	FOXM1
hsa03000	Transcription_factors	FOXN1
hsa03000	Transcription_factors	FOXN2
hsa03000	Transcription_factors	FOXN3
hsa03000	Transcription_factors	FOXN4
hsa03000	Transcription_factors	FOXO1
hsa03000	Transcription_factors	FOXO3
hsa03000	Transcription_factors	FOXO6
hsa03000	Transcription_factors	FOXP1
hsa03000	Transcription_factors	FOXP2
hsa03000	Transcription_factors	FOXP4
hsa03000	Transcription_factors	FOXQ1
hsa03000	Transcription_factors	FOXS1
hsa03000	Transcription_factors	GABPA
hsa03000	Transcription_factors	GABPB1
hsa03000	Transcription_factors	GABPB2
hsa03000	Transcription_factors	GATA2
hsa03000	Transcription_factors	GATA3
hsa03000	Transcription_factors	GATA4
hsa03000	Transcription_factors	GATA5
hsa03000	Transcription_factors	GATA6
hsa03000	Transcription_factors	GATAD2A
hsa03000	Transcription_factors	GATAD2B
hsa03000	Transcription_factors	GBX1
hsa03000	Transcription_factors	GBX2
hsa03000	Transcription_factors	GCFC2
hsa03000	Transcription_factors	GCM1
hsa03000	Transcription_factors	GCM2
hsa03000	Transcription_factors	GFI1
hsa03000	Transcription_factors	GFI1B
hsa03000	Transcription_factors	GLI1
hsa03000	Transcription_factors	GLI2
hsa03000	Transcription_factors	GLI3
hsa03000	Transcription_factors	GLIS1
hsa03000	Transcription_factors	GLIS2
hsa03000	Transcription_factors	GLIS3
hsa03000	Transcription_factors	GON4L
hsa03000	Transcription_factors	GRHL1
hsa03000	Transcription_factors	GRHL2
hsa03000	Transcription_factors	GRHL3
hsa03000	Transcription_factors	GSC
hsa03000	Transcription_factors	GSC2
hsa03000	Transcription_factors	GSX1
hsa03000	Transcription_factors	GSX2
hsa03000	Transcription_factors	GTF3A
hsa03000	Transcription_factors	GZF1
hsa03000	Transcription_factors	HAND1
hsa03000	Transcription_factors	HAND2
hsa03000	Transcription_factors	HBP1
hsa03000	Transcription_factors	HES1
hsa03000	Transcription_factors	HES2
hsa03000	Transcription_factors	HES3
hsa03000	Transcription_factors	HES4
hsa03000	Transcription_factors	HES5
hsa03000	Transcription_factors	HES6
hsa03000	Transcription_factors	HES7
hsa03000	Transcription_factors	HESX1
hsa03000	Transcription_factors	HEY1
hsa03000	Transcription_factors	HEY2
hsa03000	Transcription_factors	HEYL
hsa03000	Transcription_factors	HHEX
hsa03000	Transcription_factors	HIF1A
hsa03000	Transcription_factors	HIF3A
hsa03000	Transcription_factors	HIVEP1
hsa03000	Transcription_factors	HIVEP2
hsa03000	Transcription_factors	HIVEP3
hsa03000	Transcription_factors	HKR1
hsa03000	Transcription_factors	HLF
hsa03000	Transcription_factors	HLX
hsa03000	Transcription_factors	HMGA1
hsa03000	Transcription_factors	HMGA2
hsa03000	Transcription_factors	HMX1
hsa03000	Transcription_factors	HMX2
hsa03000	Transcription_factors	HMX3
hsa03000	Transcription_factors	HNF1A
hsa03000	Transcription_factors	HNF4A
hsa03000	Transcription_factors	HNF4G
hsa03000	Transcription_factors	HOXA1
hsa03000	Transcription_factors	HOXA10
hsa03000	Transcription_factors	HOXA11
hsa03000	Transcription_factors	HOXA13
hsa03000	Transcription_factors	HOXA2
hsa03000	Transcription_factors	HOXA3
hsa03000	Transcription_factors	HOXA4
hsa03000	Transcription_factors	HOXA5
hsa03000	Transcription_factors	HOXA6
hsa03000	Transcription_factors	HOXA7
hsa03000	Transcription_factors	HOXA9
hsa03000	Transcription_factors	HOXB1
hsa03000	Transcription_factors	HOXB2
hsa03000	Transcription_factors	HOXB3
hsa03000	Transcription_factors	HOXB4
hsa03000	Transcription_factors	HOXB5
hsa03000	Transcription_factors	HOXB6
hsa03000	Transcription_factors	HOXB7
hsa03000	Transcription_factors	HOXB8
hsa03000	Transcription_factors	HOXB9
hsa03000	Transcription_factors	HOXC10
hsa03000	Transcription_factors	HOXC11
hsa03000	Transcription_factors	HOXC12
hsa03000	Transcription_factors	HOXC13
hsa03000	Transcription_factors	HOXC5
hsa03000	Transcription_factors	HOXC6
hsa03000	Transcription_factors	HOXC8
hsa03000	Transcription_factors	HOXC9
hsa03000	Transcription_factors	HOXD1
hsa03000	Transcription_factors	HOXD10
hsa03000	Transcription_factors	HOXD11
hsa03000	Transcription_factors	HOXD12
hsa03000	Transcription_factors	HOXD13
hsa03000	Transcription_factors	HOXD3
hsa03000	Transcription_factors	HOXD4
hsa03000	Transcription_factors	HOXD8
hsa03000	Transcription_factors	HOXD9
hsa03000	Transcription_factors	HSF1
hsa03000	Transcription_factors	HSF2
hsa03000	Transcription_factors	HSF4
hsa03000	Transcription_factors	ID1
hsa03000	Transcription_factors	ID2
hsa03000	Transcription_factors	ID3
hsa03000	Transcription_factors	ID4
hsa03000	Transcription_factors	IKZF1
hsa03000	Transcription_factors	IKZF2
hsa03000	Transcription_factors	IKZF3
hsa03000	Transcription_factors	IKZF4
hsa03000	Transcription_factors	IKZF5
hsa03000	Transcription_factors	IRF1
hsa03000	Transcription_factors	IRF2
hsa03000	Transcription_factors	IRF3
hsa03000	Transcription_factors	IRF4
hsa03000	Transcription_factors	IRF5
hsa03000	Transcription_factors	IRF6
hsa03000	Transcription_factors	IRF7
hsa03000	Transcription_factors	IRF8
hsa03000	Transcription_factors	IRF9
hsa03000	Transcription_factors	ISL1
hsa03000	Transcription_factors	ISL2
hsa03000	Transcription_factors	JDP2
hsa03000	Transcription_factors	JUN
hsa03000	Transcription_factors	JUNB
hsa03000	Transcription_factors	JUND
hsa03000	Transcription_factors	KLF1
hsa03000	Transcription_factors	KLF10
hsa03000	Transcription_factors	KLF11
hsa03000	Transcription_factors	KLF12
hsa03000	Transcription_factors	KLF13
hsa03000	Transcription_factors	KLF15
hsa03000	Transcription_factors	KLF16
hsa03000	Transcription_factors	KLF17
hsa03000	Transcription_factors	KLF2
hsa03000	Transcription_factors	KLF3
hsa03000	Transcription_factors	KLF4
hsa03000	Transcription_factors	KLF5
hsa03000	Transcription_factors	KLF6
hsa03000	Transcription_factors	KLF7
hsa03000	Transcription_factors	KLF9
hsa03000	Transcription_factors	KMT2A
hsa03000	Transcription_factors	KMT2B
hsa03000	Transcription_factors	KMT2C
hsa03000	Transcription_factors	KMT2D
hsa03000	Transcription_factors	KMT2E
hsa03000	Transcription_factors	LBX1
hsa03000	Transcription_factors	LBX2
hsa03000	Transcription_factors	LEF1
hsa03000	Transcription_factors	LHX2
hsa03000	Transcription_factors	LHX3
hsa03000	Transcription_factors	LHX4
hsa03000	Transcription_factors	LHX5
hsa03000	Transcription_factors	LHX6
hsa03000	Transcription_factors	LHX8
hsa03000	Transcription_factors	LHX9
hsa03000	Transcription_factors	LMX1A
hsa03000	Transcription_factors	LMX1B
hsa03000	Transcription_factors	LYL1
hsa03000	Transcription_factors	MAF
hsa03000	Transcription_factors	MAFA
hsa03000	Transcription_factors	MAFB
hsa03000	Transcription_factors	MAFF
hsa03000	Transcription_factors	MAFG
hsa03000	Transcription_factors	MAFK
hsa03000	Transcription_factors	MAX
hsa03000	Transcription_factors	MECOM
hsa03000	Transcription_factors	MEF2A
hsa03000	Transcription_factors	MEF2B
hsa03000	Transcription_factors	MEF2C
hsa03000	Transcription_factors	MEF2D
hsa03000	Transcription_factors	MEIS1
hsa03000	Transcription_factors	MEIS2
hsa03000	Transcription_factors	MEIS3
hsa03000	Transcription_factors	MEOX1
hsa03000	Transcription_factors	MEOX2
hsa03000	Transcription_factors	MESP1
hsa03000	Transcription_factors	MESP2
hsa03000	Transcription_factors	MITF
hsa03000	Transcription_factors	MLX
hsa03000	Transcription_factors	MLXIP
hsa03000	Transcription_factors	MLXIPL
hsa03000	Transcription_factors	MN1
hsa03000	Transcription_factors	MNT
hsa03000	Transcription_factors	MNX1
hsa03000	Transcription_factors	MSC
hsa03000	Transcription_factors	MSGN1
hsa03000	Transcription_factors	MSX1
hsa03000	Transcription_factors	MSX2
hsa03000	Transcription_factors	MTF1
hsa03000	Transcription_factors	MTF2
hsa03000	Transcription_factors	MXD1
hsa03000	Transcription_factors	MXD3
hsa03000	Transcription_factors	MXD4
hsa03000	Transcription_factors	MXI1
hsa03000	Transcription_factors	MYB
hsa03000	Transcription_factors	MYBL1
hsa03000	Transcription_factors	MYBL2
hsa03000	Transcription_factors	MYC
hsa03000	Transcription_factors	MYCL
hsa03000	Transcription_factors	MYCN
hsa03000	Transcription_factors	MYF5
hsa03000	Transcription_factors	MYF6
hsa03000	Transcription_factors	MYOD1
hsa03000	Transcription_factors	MYOG
hsa03000	Transcription_factors	MYT1
hsa03000	Transcription_factors	MYT1L
hsa03000	Transcription_factors	MZF1
hsa03000	Transcription_factors	NANOG
hsa03000	Transcription_factors	NEUROD1
hsa03000	Transcription_factors	NEUROD2
hsa03000	Transcription_factors	NEUROD4
hsa03000	Transcription_factors	NEUROD6
hsa03000	Transcription_factors	NEUROG1
hsa03000	Transcription_factors	NEUROG2
hsa03000	Transcription_factors	NEUROG3
hsa03000	Transcription_factors	NFAT5
hsa03000	Transcription_factors	NFATC1
hsa03000	Transcription_factors	NFATC2
hsa03000	Transcription_factors	NFATC3
hsa03000	Transcription_factors	NFATC4
hsa03000	Transcription_factors	NFE2
hsa03000	Transcription_factors	NFE2L1
hsa03000	Transcription_factors	NFE2L2
hsa03000	Transcription_factors	NFE2L3
hsa03000	Transcription_factors	NFIA
hsa03000	Transcription_factors	NFIB
hsa03000	Transcription_factors	NFIC
hsa03000	Transcription_factors	NFIL3
hsa03000	Transcription_factors	NFIX
hsa03000	Transcription_factors	NFKB1
hsa03000	Transcription_factors	NFKB2
hsa03000	Transcription_factors	NFKBIA
hsa03000	Transcription_factors	NFKBIB
hsa03000	Transcription_factors	NFKBID
hsa03000	Transcription_factors	NFKBIE
hsa03000	Transcription_factors	NFKBIL1
hsa03000	Transcription_factors	NFKBIZ
hsa03000	Transcription_factors	NFX1
hsa03000	Transcription_factors	NFYA
hsa03000	Transcription_factors	NFYB
hsa03000	Transcription_factors	NFYC
hsa03000	Transcription_factors	NHLH1
hsa03000	Transcription_factors	NHLH2
hsa03000	Transcription_factors	NKX1-1
hsa03000	Transcription_factors	NKX1-2
hsa03000	Transcription_factors	NKX2-1
hsa03000	Transcription_factors	NKX2-2
hsa03000	Transcription_factors	NKX2-3
hsa03000	Transcription_factors	NKX2-4
hsa03000	Transcription_factors	NKX2-5
hsa03000	Transcription_factors	NKX2-6
hsa03000	Transcription_factors	NKX2-8
hsa03000	Transcription_factors	NKX3-1
hsa03000	Transcription_factors	NKX3-2
hsa03000	Transcription_factors	NKX6-1
hsa03000	Transcription_factors	NKX6-2
hsa03000	Transcription_factors	NPAS1
hsa03000	Transcription_factors	NPAS2
hsa03000	Transcription_factors	NPAS3
hsa03000	Transcription_factors	NR0B2
hsa03000	Transcription_factors	NR1D1
hsa03000	Transcription_factors	NR1D2
hsa03000	Transcription_factors	NR1H2
hsa03000	Transcription_factors	NR1H3
hsa03000	Transcription_factors	NR1H4
hsa03000	Transcription_factors	NR1I2
hsa03000	Transcription_factors	NR1I3
hsa03000	Transcription_factors	NR2C1
hsa03000	Transcription_factors	NR2C2
hsa03000	Transcription_factors	NR2E1
hsa03000	Transcription_factors	NR2F1
hsa03000	Transcription_factors	NR2F2
hsa03000	Transcription_factors	NR2F6
hsa03000	Transcription_factors	NR3C1
hsa03000	Transcription_factors	NR3C2
hsa03000	Transcription_factors	NR4A1
hsa03000	Transcription_factors	NR4A2
hsa03000	Transcription_factors	NR4A3
hsa03000	Transcription_factors	NR5A1
hsa03000	Transcription_factors	NR5A2
hsa03000	Transcription_factors	NR6A1
hsa03000	Transcription_factors	NRL
hsa03000	Transcription_factors	OLIG1
hsa03000	Transcription_factors	OLIG2
hsa03000	Transcription_factors	OLIG3
hsa03000	Transcription_factors	ONECUT1
hsa03000	Transcription_factors	ONECUT2
hsa03000	Transcription_factors	ONECUT3
hsa03000	Transcription_factors	OSR1
hsa03000	Transcription_factors	OSR2
hsa03000	Transcription_factors	OTX1
hsa03000	Transcription_factors	OTX2
hsa03000	Transcription_factors	OVOL1
hsa03000	Transcription_factors	OVOL2
hsa03000	Transcription_factors	OVOL3
hsa03000	Transcription_factors	PAX1
hsa03000	Transcription_factors	PAX2
hsa03000	Transcription_factors	PAX3
hsa03000	Transcription_factors	PAX4
hsa03000	Transcription_factors	PAX5
hsa03000	Transcription_factors	PAX6
hsa03000	Transcription_factors	PAX7
hsa03000	Transcription_factors	PAX8
hsa03000	Transcription_factors	PAX9
hsa03000	Transcription_factors	PBX1
hsa03000	Transcription_factors	PBX2
hsa03000	Transcription_factors	PBX3
hsa03000	Transcription_factors	PBX4
hsa03000	Transcription_factors	PDX1
hsa03000	Transcription_factors	PEG3
hsa03000	Transcription_factors	PGR
hsa03000	Transcription_factors	PHF1
hsa03000	Transcription_factors	PHF19
hsa03000	Transcription_factors	PHOX2A
hsa03000	Transcription_factors	PHOX2B
hsa03000	Transcription_factors	PITX1
hsa03000	Transcription_factors	PITX2
hsa03000	Transcription_factors	PITX3
hsa03000	Transcription_factors	PLAG1
hsa03000	Transcription_factors	PLAGL1
hsa03000	Transcription_factors	PLAGL2
hsa03000	Transcription_factors	POU1F1
hsa03000	Transcription_factors	POU2F1
hsa03000	Transcription_factors	POU2F2
hsa03000	Transcription_factors	POU2F3
hsa03000	Transcription_factors	POU3F1
hsa03000	Transcription_factors	POU3F2
hsa03000	Transcription_factors	POU3F3
hsa03000	Transcription_factors	POU4F1
hsa03000	Transcription_factors	POU4F2
hsa03000	Transcription_factors	POU4F3
hsa03000	Transcription_factors	POU5F1
hsa03000	Transcription_factors	POU5F1B
hsa03000	Transcription_factors	POU6F1
hsa03000	Transcription_factors	POU6F2
hsa03000	Transcription_factors	PPARA
hsa03000	Transcription_factors	PPARD
hsa03000	Transcription_factors	PPARG
hsa03000	Transcription_factors	PRDM16
hsa03000	Transcription_factors	PRDM5
hsa03000	Transcription_factors	PROP1
hsa03000	Transcription_factors	PROX1
hsa03000	Transcription_factors	PROX2
hsa03000	Transcription_factors	PRRX1
hsa03000	Transcription_factors	PRRX2
hsa03000	Transcription_factors	PTF1A
hsa03000	Transcription_factors	RAI1
hsa03000	Transcription_factors	RARA
hsa03000	Transcription_factors	RARB
hsa03000	Transcription_factors	RARG
hsa03000	Transcription_factors	RAX
hsa03000	Transcription_factors	RAX2
hsa03000	Transcription_factors	RB1
hsa03000	Transcription_factors	RBAK
hsa03000	Transcription_factors	RBL2
hsa03000	Transcription_factors	RBPJ
hsa03000	Transcription_factors	RBPJL
hsa03000	Transcription_factors	REL
hsa03000	Transcription_factors	RELA
hsa03000	Transcription_factors	RELB
hsa03000	Transcription_factors	REST
hsa03000	Transcription_factors	RFX1
hsa03000	Transcription_factors	RFX2
hsa03000	Transcription_factors	RFX3
hsa03000	Transcription_factors	RFX4
hsa03000	Transcription_factors	RFX5
hsa03000	Transcription_factors	RFX6
hsa03000	Transcription_factors	RORA
hsa03000	Transcription_factors	RORB
hsa03000	Transcription_factors	RORC
hsa03000	Transcription_factors	RPA1
hsa03000	Transcription_factors	RREB1
hsa03000	Transcription_factors	RUNX1
hsa03000	Transcription_factors	RUNX2
hsa03000	Transcription_factors	RUNX3
hsa03000	Transcription_factors	RXRA
hsa03000	Transcription_factors	RXRB
hsa03000	Transcription_factors	RXRG
hsa03000	Transcription_factors	SCRT2
hsa03000	Transcription_factors	SHOX2
hsa03000	Transcription_factors	SIM1
hsa03000	Transcription_factors	SIM2
hsa03000	Transcription_factors	SIX1
hsa03000	Transcription_factors	SIX2
hsa03000	Transcription_factors	SIX3
hsa03000	Transcription_factors	SIX4
hsa03000	Transcription_factors	SIX5
hsa03000	Transcription_factors	SIX6
hsa03000	Transcription_factors	SNAI1
hsa03000	Transcription_factors	SNAI2
hsa03000	Transcription_factors	SNAI3
hsa03000	Transcription_factors	SNAPC4
hsa03000	Transcription_factors	SOHLH1
hsa03000	Transcription_factors	SOX1
hsa03000	Transcription_factors	SOX10
hsa03000	Transcription_factors	SOX11
hsa03000	Transcription_factors	SOX12
hsa03000	Transcription_factors	SOX13
hsa03000	Transcription_factors	SOX14
hsa03000	Transcription_factors	SOX15
hsa03000	Transcription_factors	SOX17
hsa03000	Transcription_factors	SOX18
hsa03000	Transcription_factors	SOX2
hsa03000	Transcription_factors	SOX21
hsa03000	Transcription_factors	SOX30
hsa03000	Transcription_factors	SOX4
hsa03000	Transcription_factors	SOX5
hsa03000	Transcription_factors	SOX6
hsa03000	Transcription_factors	SOX7
hsa03000	Transcription_factors	SOX8
hsa03000	Transcription_factors	SOX9
hsa03000	Transcription_factors	SP1
hsa03000	Transcription_factors	SP2
hsa03000	Transcription_factors	SP3
hsa03000	Transcription_factors	SP4
hsa03000	Transcription_factors	SP5
hsa03000	Transcription_factors	SP6
hsa03000	Transcription_factors	SP7
hsa03000	Transcription_factors	SP8
hsa03000	Transcription_factors	SP9
hsa03000	Transcription_factors	SPDEF
hsa03000	Transcription_factors	SPI1
hsa03000	Transcription_factors	SPIB
hsa03000	Transcription_factors	SPIC
hsa03000	Transcription_factors	SPZ1
hsa03000	Transcription_factors	SREBF1
hsa03000	Transcription_factors	SREBF2
hsa03000	Transcription_factors	SRF
hsa03000	Transcription_factors	SSRP1
hsa03000	Transcription_factors	STAT1
hsa03000	Transcription_factors	STAT2
hsa03000	Transcription_factors	STAT3
hsa03000	Transcription_factors	STAT4
hsa03000	Transcription_factors	STAT5A
hsa03000	Transcription_factors	STAT5B
hsa03000	Transcription_factors	STAT6
hsa03000	Transcription_factors	T
hsa03000	Transcription_factors	TAL1
hsa03000	Transcription_factors	TAL2
hsa03000	Transcription_factors	TBP
hsa03000	Transcription_factors	TBPL1
hsa03000	Transcription_factors	TBPL2
hsa03000	Transcription_factors	TBR1
hsa03000	Transcription_factors	TBX1
hsa03000	Transcription_factors	TBX10
hsa03000	Transcription_factors	TBX15
hsa03000	Transcription_factors	TBX18
hsa03000	Transcription_factors	TBX19
hsa03000	Transcription_factors	TBX2
hsa03000	Transcription_factors	TBX20
hsa03000	Transcription_factors	TBX21
hsa03000	Transcription_factors	TBX3
hsa03000	Transcription_factors	TBX4
hsa03000	Transcription_factors	TBX5
hsa03000	Transcription_factors	TBX6
hsa03000	Transcription_factors	TCF12
hsa03000	Transcription_factors	TCF15
hsa03000	Transcription_factors	TCF3
hsa03000	Transcription_factors	TCF4
hsa03000	Transcription_factors	TCF7
hsa03000	Transcription_factors	TCF7L1
hsa03000	Transcription_factors	TCF7L2
hsa03000	Transcription_factors	TCFL5
hsa03000	Transcription_factors	TEAD1
hsa03000	Transcription_factors	TEAD2
hsa03000	Transcription_factors	TEAD3
hsa03000	Transcription_factors	TEAD4
hsa03000	Transcription_factors	TEF
hsa03000	Transcription_factors	TFAP2A
hsa03000	Transcription_factors	TFAP2B
hsa03000	Transcription_factors	TFAP2C
hsa03000	Transcription_factors	TFAP2E
hsa03000	Transcription_factors	TFAP4
hsa03000	Transcription_factors	TFCP2
hsa03000	Transcription_factors	TFCP2L1
hsa03000	Transcription_factors	TFDP1
hsa03000	Transcription_factors	TFDP2
hsa03000	Transcription_factors	TFEB
hsa03000	Transcription_factors	TFEC
hsa03000	Transcription_factors	TGIF1
hsa03000	Transcription_factors	TGIF2
hsa03000	Transcription_factors	THAP1
hsa03000	Transcription_factors	THAP10
hsa03000	Transcription_factors	THAP11
hsa03000	Transcription_factors	THAP3
hsa03000	Transcription_factors	THAP5
hsa03000	Transcription_factors	THAP7
hsa03000	Transcription_factors	THAP8
hsa03000	Transcription_factors	THRA
hsa03000	Transcription_factors	THRB
hsa03000	Transcription_factors	TLX1
hsa03000	Transcription_factors	TLX2
hsa03000	Transcription_factors	TLX3
hsa03000	Transcription_factors	TMEM18
hsa03000	Transcription_factors	TONSL
hsa03000	Transcription_factors	TP53
hsa03000	Transcription_factors	TP63
hsa03000	Transcription_factors	TP73
hsa03000	Transcription_factors	TRPS1
hsa03000	Transcription_factors	TSHZ1
hsa03000	Transcription_factors	TSHZ2
hsa03000	Transcription_factors	TSHZ3
hsa03000	Transcription_factors	TWIST1
hsa03000	Transcription_factors	TWIST2
hsa03000	Transcription_factors	UBP1
hsa03000	Transcription_factors	UBTF
hsa03000	Transcription_factors	UNCX
hsa03000	Transcription_factors	USF1
hsa03000	Transcription_factors	USF2
hsa03000	Transcription_factors	VAX1
hsa03000	Transcription_factors	VAX2
hsa03000	Transcription_factors	VDR
hsa03000	Transcription_factors	VSX1
hsa03000	Transcription_factors	VSX2
hsa03000	Transcription_factors	WT1
hsa03000	Transcription_factors	XBP1
hsa03000	Transcription_factors	YBX1
