Ensembl Gene ID	interactions information
ENSG00000138095	22808186-dna-hiv1-ssRNART,
ENSG00000138162	19671663-sv40-dsDNA,
ENSG00000138180	22258240-chikv-ssRNA,
ENSG00000138207	22308156-hev-ssRNA,
ENSG00000138376	17678435-hpv-dsDNA,
ENSG00000138385	22007186-mev-ssRNA,12963047-hcv-ssRNA,
ENSG00000138398	22046132-sarscov-ssRNA,
ENSG00000138433	11222720-ebv-dsDNA,
ENSG00000138443	25121749-hcmv-dsDNA,
ENSG00000138448	10773347-coxsv-ssRNA,
ENSG00000138600	23132852-foamyvirus-ssRNART,
ENSG00000138663	16247477-hbv-dsDNART,
ENSG00000138750	21994455-influenza-ssRNA,
ENSG00000138757	18684830-sinv-ssRNA,16571828-sinv-ssRNA,
ENSG00000138760	22219187-ev71-ssRNA,
ENSG00000138794	18155731-sarscov-ssRNA,9065443-cowpox-dsDNA,
ENSG00000138795	7657162-dna-hiv1-ssRNART,
ENSG00000139132	22589722-ebv-dsDNA,
ENSG00000139168	22362731-rna-coronavirus-ssRNA,
ENSG00000139318	15096509-hev-ssRNA,
ENSG00000139343	24623795-hiv1-ssRNART,
ENSG00000139372	19178923,
ENSG00000139514	18186934-mlv-ssRNART,
ENSG00000139515	14764605-dna-hcmv-dsDNA,
ENSG00000139546	2011739-rna-hiv1-ssRNART,
ENSG00000139687	2537532-hpv-dsDNA,
ENSG00000139842	19966799-hbv-dsDNART,
ENSG00000139970	23682656-hcv-ssRNA,
ENSG00000140044	21525011-dna-ebv-dsDNA,
ENSG00000140262	1501295-dna-hiv1-ssRNART,
ENSG00000140307	9632777-sv40-dsDNA,
ENSG00000140350	15983058-adv-dsDNA,
ENSG00000140368	16038965-hpv-dsDNA,
ENSG00000140379	17428862-sarscov-ssRNA,
ENSG00000140382	16840350-poxvirus-dsDNA,
ENSG00000140396	11704662-hiv1-ssRNART,
ENSG00000140464	23541081-mhv-dsDNA,22912575-hsv-dsDNA,22491455-ebv-dsDNA,18833293-ebv-dsDNA,15657429-hpv-dsDNA,16322229-hcv-ssRNA,
ENSG00000140525	24954902-hsv-dsDNA,
ENSG00000140545	9643686-rotavirus-dsRNA,18032515-mlv-ssRNART,
ENSG00000140564	24711391-mmlv-ssRNART,
ENSG00000140575	23637409-ebov-ssRNA,
ENSG00000140577	15466468-dna-htlv-ssRNART,
ENSG00000140682	24942580-bpv-dsDNA,
ENSG00000140694	21876179-rna-hiv1-ssRNART,
ENSG00000140743	19637933-vacv-dsDNA,
ENSG00000140853	25404059-influenza-ssRNA,
ENSG00000140943	23536681-arenavirus-ssRNA,
ENSG00000140992	17616579-hcv-ssRNA,
ENSG00000141013	19995461-influenza-ssRNA,
ENSG00000141030	16247477-hbv-dsDNART,
ENSG00000141429	17485527-hsv-dsDNA,
ENSG00000141458	21866103-ebov-ssRNA,
ENSG00000141505	21207081-hbv-dsDNART,
ENSG00000141510	12379483-hcv-ssRNA,2157286-hpv-dsDNA,
ENSG00000141646	19420158-dna-jcv-dsDNA,16710631-hpv-dsDNA,
ENSG00000141682	18551131-vacv-dsDNA,
ENSG00000141736	7645215-hpv-dsDNA,
ENSG00000141867	23365439-hpv-dsDNA,17023018-hpv-dsDNA,
ENSG00000141905	22205750-bkv-dsDNA,
ENSG00000141968	16150693-mhv-dsDNA,16150693-mhv68-dsDNA,
ENSG00000141985	14659004-mmlv-ssRNART,
ENSG00000142208	22309289-hbv-dsDNART,20362551-influenza-ssRNA,19776120-myxv-dsDNA,
ENSG00000142230	17392274-adv-dsDNA,
ENSG00000142453	17005681-htlv-ssRNART,
ENSG00000142507	14550573-hiv1-ssRNART,
ENSG00000142627	23696734-kshv-dsDNA,
ENSG00000142676	22810585-ebv-dsDNA,
ENSG00000142748	22851708-influenza-ssRNA,
ENSG00000142765	16301665-hiv1-ssRNART,
ENSG00000142798	15567441-hiv1-ssRNART,
ENSG00000142910	12482659hpv-dsDNA,12482659-hpv-dsDNA,
ENSG00000142937	18457437-ebv-dsDNA,
ENSG00000142945	19637933-vacv-dsDNA,
ENSG00000143153	22030864-hcmv-dsDNA,
ENSG00000143179	16038965-hpv-dsDNA,
ENSG00000143184	24385911-hiv1-ssRNART,
ENSG00000143190	15831936-dna-ebv-dsDNA,11435569-dna-kshv-dsDNA,21697476-ebv-dsDNA,9525610-adv-dsDNA,
ENSG00000143207	17868381-wnv-ssRNA,
ENSG00000143217	22048310-mev-ssRNA,21901103-mev-ssRNA,23260107-cdv-ssRNA,
ENSG00000143226	17005690-denv-ssRNA,
ENSG00000143256	16876117-hcv-ssRNA,
ENSG00000143297	20519648-poxvirus-dsDNA,
ENSG00000143324	9990033-mlv-ssRNART,
ENSG00000143333	19570954-pcv-ssDNA,
ENSG00000143379	18498648-hiv1-ssRNART,
ENSG00000143384	19605477-hcv-ssRNA,
ENSG00000143466	15841462-hcv-ssRNA,
ENSG00000143514	14985081-hcv-ssRNA,
ENSG00000143546	12218151-hiv1-ssRNART,
ENSG00000143553	21917956-hcmv-dsDNA,
ENSG00000143575	23055567-influenza-ssRNA,16227293-hiv1-ssRNART,
ENSG00000143612	16038965-hpv-dsDNA,
ENSG00000143621	11958450-rna-hbv-dsDNART,
ENSG00000143761	15202998-hiv1-ssRNART,
ENSG00000143799	21721027-dna-hbv-dsDNART,
ENSG00000143933	1872871-hiv1-ssRNART,
ENSG00000144028	22889230-hiv1-ssRNART,
ENSG00000144136	19717569-galv-ssRNART,
ENSG00000144381	20573828-influenza-ssRNA,
ENSG00000144554	24954902-hsv-dsDNA,
ENSG00000144566	12768023-rotavirus-dsRNA,17301141-hcv-ssRNA,
ENSG00000144747	1409643-dna-hiv1-ssRNART,
ENSG00000144848	22341465-kshv-dsDNA,
ENSG00000144852	23891548-hbv-dsDNART,
ENSG00000144895	21556050-rna-hcv-ssRNA,
ENSG00000145041	11223251-hiv-ssRNART,
ENSG00000145113	16266293-nv-ssRNA,
ENSG00000145216	15767428-rna-hpv-dsDNA,
ENSG00000145242	23696734-kshv-dsDNA,
ENSG00000145386	22796893-hcv-ssRNA,15542638-ebv-dsDNA,
ENSG00000145391	21963854-hpv-dsDNA,
ENSG00000145425	19129232-rna-hcv-ssRNA,
ENSG00000145604	22453922-kshv-dsDNA,16376880-hbv-dsDNART,
ENSG00000145675	23258536-mhv-dsDNA,
ENSG00000145715	7666506,
ENSG00000145736	14980221-rvfv-ssRNA,
ENSG00000145850	25136083-hiv1-ssRNART,
ENSG00000145901	9923610-hiv1-ssRNART,
ENSG00000145907	18684830-sinv-ssRNA,
ENSG00000146109	10846093-hhv6b-dsDNA,
ENSG00000146425	16873277-hsv-dsDNA,
ENSG00000146648	20844577-influenza-ssRNA,
ENSG00000146674	10938125-hpv-dsDNA,
ENSG00000146859	25036476-hsv-dsDNA,
ENSG00000147010	20130058-hev-ssRNA,
ENSG00000147044	22796133-tbev-ssRNA,
ENSG00000147065	9213396-hiv1-ssRNART,18032515-mlv-ssRNART,
ENSG00000147133	21450820-hsv-dsDNA,18580066-hpv-dsDNA,
ENSG00000147140	19464723-rna-hdv-ssRNA,
ENSG00000147162	22300411-kshv-dsDNA,
ENSG00000147459	15775987-adv-dsDNA,
ENSG00000147601	22379092-kshv-dsDNA,
ENSG00000147649	21957284-hiv1-ssRNART,
ENSG00000147677	17287294-rabiesvirus-ssRNA,
ENSG00000147852	19706701-rhinovirus-ssRNA,
ENSG00000147854	22072112-hbv-dsDNART,
ENSG00000147862	9660824-dna-adv-mmtv-dsDNA,
ENSG00000147883	10388662-htlv-ssRNART,
ENSG00000148180	14530271-htlv-ssRNART,
ENSG00000148200	7567979-dna-sv40-dsDNA,
ENSG00000148400	21937659-bhv-dsDNA,
ENSG00000148498	18820705-rhpv-dsDNA,
ENSG00000148516	22623769-dna-ebv-dsDNA,
ENSG00000148737	16690926-hiv1-ssRNART,
ENSG00000148798	9435256-htlv-ssRNART,
ENSG00000149100	16339411-kshv-dsDNA,
ENSG00000149131	15325085-hiv1-ssRNART,
ENSG00000149136	19710137-dna-kshv-dsDNA,
ENSG00000149269	8709241-hiv1-ssRNART,
ENSG00000149273	11152508-rna-hcv-ssRNA,
ENSG00000149294	25925196-phev-ssRNA,9696812-rabiesvirus-ssRNA,
ENSG00000149311	19798429-hpv-dsDNA,
ENSG00000149418	23365447-influenza-ssRNA,
ENSG00000149428	24920810-kshv-dsDNA,
ENSG00000149480	20585571-hcmv-dsDNA,
ENSG00000149554	15107832-htlv-ssRNART,
ENSG00000149557	15843383-jcv-dsDNA,
ENSG00000149925	15763141-rna-shfv-ssRNA,
ENSG00000150093	9353313-echovirus-ssRNA,18032515-mlv-ssRNART,
ENSG00000150455	21831443-poxvirus-dsDNA,15767367-vacv-dsDNA,
ENSG00000150457	25044019-hcv-ssRNA,
ENSG00000150459	19503603-hiv1-ssRNART,
ENSG00000150593	21844356-hsv-dsDNA,
ENSG00000150753	21093005-hcv-ssRNA,
ENSG00000150782	10706717-poxvirus-dsDNA,
ENSG00000150907	19233123-dna-hbv-dsDNART,
ENSG00000150977	21911577-denv-ssRNA,
ENSG00000150991	9525617-hiv1-ssRNART,
ENSG00000150995	11956293-hiv1-ssRNART,
ENSG00000151247	19776122-hbv-dsDNART,
ENSG00000151276	23279616-htlv-ssRNART,11571640-hpv-dsDNA,
ENSG00000151458	21911577-denv-ssRNA,
ENSG00000151491	15827174-adv-dsDNA,
ENSG00000151615	10224669-dna-vzv-hsv-dsDNA,
ENSG00000151657	12359749-sv40-dsDNA,
ENSG00000151725	12941884-kshv-dsDNA,
ENSG00000151746	20089649-hcmv-dsDNA,
ENSG00000151882	18208323-vacv-dsDNA,
ENSG00000151914	23269794-hsv-dsDNA,
ENSG00000151923	19339348-rna-mvm-ssDNA,
ENSG00000151929	20607728-adv-dsDNA,
ENSG00000152192	9185568-dna-hsv-dsDNA,
ENSG00000152291	24221250-hev-ssRNA,
ENSG00000152422	16038965-hpv-dsDNA,
ENSG00000152457	17686847-dna-aav-ssDNA,
ENSG00000152465	18089753-hiv1-ssRNART,
ENSG00000152520	26386333-rotavirus-dsRNA,
ENSG00000152669	12458223-hiv1-ssRNART,
ENSG00000152944	8871557-ad-dsDNA,
ENSG00000153066	18985028-hcv-ssRNA,
ENSG00000153071	16038965-hpv-dsDNA,
ENSG00000153094	19293378-ebv-dsDNA,17074758-vacv-dsDNA,
ENSG00000153107	15314021-cav-ssDNA,
ENSG00000153147	21519849-hiv1-ssRNART,
ENSG00000153187	18457437-ebv-dsDNA,
ENSG00000153201	22174692-hiv1-ssRNART,
ENSG00000153339	24244674-hpv-dsDNA,
ENSG00000153558	15893726-dom-hcv-ssRNA,
ENSG00000153560	7836461-dna-hiv1-ssRNART,
ENSG00000153767	8621472-dna-adv-dsDNA,8934526-hiv1-ssRNART,
ENSG00000153879	20102225-hbv-dsDNART,
ENSG00000153922	22419161-influenza-ssRNA,
ENSG00000154165	15650194-hiv2-ssRNART,
ENSG00000154229	22787231-influenza-ssRNA,19264651-influenza-ssRNA,
ENSG00000154310	22904686-ebv-dsDNA,
ENSG00000154473	22236369-hcmv-dsDNA,
ENSG00000154556	18985028-hcv-ssRNA,
ENSG00000154582	24390320-hiv1-ssRNART,
ENSG00000154589	24165011-hiv1-ssRNART,
ENSG00000154639	16678988-coxsv-ssRNA-adv-dsDNA,9882344-adv-dsDNA,
ENSG00000154727	8642652-dna-hiv1-ssRNART,
ENSG00000154767	18024891-ebv-dsDNA,
ENSG00000154928	23696734-kshv-dsDNA,
ENSG00000155090	20691807-hpv-dsDNA,
ENSG00000155363	20215113-rna-mlv-ssRNART,
ENSG00000155561	25210169-adv-dsDNA,
ENSG00000155660	21159867-polyomavirus-dsDNA,
ENSG00000155827	22704620-adv-dsDNA,
ENSG00000155849	14737186-hiv1-ssRNART,
ENSG00000155903	14530271-htlv-ssRNART,
ENSG00000155959	18315953-hbv-dsDNART,
ENSG00000156127	25540416-ebv-dsDNA,
ENSG00000156234	17082648-mhv-dsDNA,
ENSG00000156298	20630051-hsv-dsDNA,
ENSG00000156453	16641280-crpv-dsDNA,
ENSG00000156508	22499008-hbv-dsDNART,
ENSG00000156587	18604270-vacv-dsDNA,
ENSG00000156709	21715506-influenza-ssRNA,
ENSG00000156970	18193091-hbv-dsDNART,
ENSG00000156976	11922617-hcv-ssRNA,
ENSG00000157020	11559814-pv-ssRNA,
ENSG00000157349	23816991-influenza-ssRNA,
ENSG00000157514	21512757-hsv-dsDNA,
ENSG00000157540	23637414-adv-hpv-dsDNA,
ENSG00000157557	8280476-dna-hiv1-ssRNART,
ENSG00000157601	23015724-influenza-ssRNA,22271421-hbv-dsDNART,11880649-lacrossevirus-ssRNA,
ENSG00000157625	24942571-ev71-ssRNA,
ENSG00000157837	23132852-foamyvirus-ssRNART,
ENSG00000157873	11511370-hsv-dsDNA,9621040-hsv-dsDNA,
ENSG00000158092	23258536-muridherpesvirus4-dsDNA,
ENSG00000158402	14972559-hiv1-ssRNART,
ENSG00000158417	18572216-ev71-ssRNA,10432305-hiv1-ssRNART,
ENSG00000158473	20530791-hiv1-ssRNART,
ENSG00000158477	17056550-hsv-dsDNA,
ENSG00000158481	17056550-hsv-dsDNA,
ENSG00000158485	17056550-hsv-dsDNA,
ENSG00000158545	24782531-rna-hbv-dsDNART,
ENSG00000158769	19079583-reovirus-dsRNA,
ENSG00000158773	16840315-dna-vzv-dsDNA,11741930-dna-blv-ssRNART,
ENSG00000158874	10498661-hcv-ssRNA,
ENSG00000159110	16188985-tbev-ssRNA,
ENSG00000159140	11306577-dna-hbv-dsDNART,
ENSG00000159189	23516407-denv-ssRNA,
ENSG00000159210	22978549-hiv1-ssRNART,
ENSG00000159216	11160721-dna-tblv-ssRNART,
ENSG00000159217	19541769-rna-hcv-ssRNA,
ENSG00000159251	10704345-hpv-dsDNA,
ENSG00000159256	21846828-influenza-ssRNA,
ENSG00000159352	23966401-hcmv-dsDNA,
ENSG00000159377	9344905-hiv1-ssRNART,
ENSG00000159403	1744579-hiv1-ssRNART,23416052-ebv-dsDNA,
ENSG00000159479	16973571-bunyamveraorthobunyavirus-ssRNA,
ENSG00000159692	23747199-adv-dsDNA,
ENSG00000159720	18032515-mlv-ssRNART,
ENSG00000159840	11689660-hpv-dsDNA,
ENSG00000160007	24403595-hpv-dsDNA,
ENSG00000160199	12529389-dna-mlv-ssRNART,
ENSG00000160213	21973077-hiv1-ssRNART,16301665-hiv1-ssRNART,
ENSG00000160255	23209319-rna,
ENSG00000160293	18234668-hiv1-ssRNART,16150693-mhv68-dsDNA,
ENSG00000160294	24198285-hiv1-ssRNART,
ENSG00000160339	22399010-hiv1-ssRNART,
ENSG00000160445	22232672-hpv-dsDNA,
ENSG00000160613	9094426-hiv1-ssRNART,
ENSG00000160691	21228238-polyomavirus-dsDNA,
ENSG00000160703	24799673-influenza-ssRNA,
ENSG00000160710	22993189-rna-ssRNART,
ENSG00000160741	19164291-ebv-dsDNA,
ENSG00000160752	11773414-htlv-blv-ssRNART,
ENSG00000160789	19640559-hsv-dsDNA,15140953-hsv-dsDNA,
ENSG00000160791	8970955-hiv1-ssRNART,
ENSG00000160803	20702650-mumpsvirus-ssRNA,
ENSG00000160917	23886034-influenza-ssRNA,
ENSG00000160948	16474136-influenza-ssRNA,
ENSG00000161011	25339774-hiv1-ssRNART,
ENSG00000161021	23015706-hpv-dsDNA,22547818-hpv-dsDNA,
ENSG00000161203	22916011-hcv-ssRNA,
ENSG00000161547	22749061-rna-hiv1-ssRNART,
ENSG00000161570	18286574-hhv6-dsDNA,
ENSG00000161573	18208323-vacv-dsDNA,
ENSG00000161800	25305482-hcv-ssRNA,
ENSG00000161956	15105549-hhv6-dsDNA,
ENSG00000161960	16014927-hsv-dsDNA,
ENSG00000162231	21159877-rna-foamyvirus-ssRNART,21123381-rna-adv-dsDNA,21060739-hsv-dsDNA,9175835-herpesvirussaimiri-dsDNA,
ENSG00000162367	18495761-dna-htlv-ssRNART,
ENSG00000162385	15537388-mhv-dsDNA,
ENSG00000162434	17686504-mvv-ssRNA,
ENSG00000162512	18040049-hiv1-ssRNART,
ENSG00000162599	9660824-dna-adv-mmtv-dsDNA,
ENSG00000162613	21880596-rna-ev71-ssRNA,
ENSG00000162645	18985028-hcv-ssRNA,
ENSG00000162711	21994456-mev-ssRNA,
ENSG00000162769	16439531-flv-ssRNART,
ENSG00000162772	9252388-hbv-dsDNART,
ENSG00000162775	21106733-kshv-dsDNA,
ENSG00000162889	15692053-kshv-dsDNA,
ENSG00000162924	7936632-dom-htlv-ssRNART,
ENSG00000163131	14670972-dsRNA,
ENSG00000163161	16537383-dna-ssRNA,
ENSG00000163206	10760505-asfv-dsDNA,
ENSG00000163220	12218151-dna-hiv1-ssRNART,
ENSG00000163221	12218151-dna-hiv1-ssRNART,
ENSG00000163347	21177818-hcv-ssRNA,
ENSG00000163348	22379092-kshv-dsDNA,
ENSG00000163399	25158218-ebov-ssRNA,
ENSG00000163464	22904195-hiv1-ssRNART,
ENSG00000163468	23637400-rabiesvirus-ssRNA,
ENSG00000163563	14618084-kshv-dsDNA,14618084-kshv-dsDNA,
ENSG00000163564	24237704-hcmv-dsDNA,
ENSG00000163565	25375629-hsv-dsDNA,
ENSG00000163568	19158675-dsDNA,
ENSG00000163606	21471232-hcmv-dsDNA,
ENSG00000163629	18160445-hpv-dsDNA,
ENSG00000163631	2452108-hbv-dsDNART,3669400-hbv-dsDNART,
ENSG00000163661	18292565-influenza-ssRNA,
ENSG00000163684	12060655-rna-hcv-ssRNA,
ENSG00000163734	18208323-vacv-dsDNA,
ENSG00000163736	18208323-vacv-dsDNA,
ENSG00000163737	22645343-hiv1-ssRNART,
ENSG00000163743	16140759-mev-ssRNA,
ENSG00000163781	22973044,
ENSG00000163823	20921899-hiv1-ssRNART,
ENSG00000163848	10545120-dna-ebv-dsDNA,
ENSG00000163874	25225661-rna,
ENSG00000163884	21503941-dna-hbv-dsDNART,24027338-dna-hsv-dsDNA,
ENSG00000163902	15215855-hsv-dsDNA,
ENSG00000163904	15105549-hhv6-dsDNA,
ENSG00000164022	24816397-hcv-ssRNA,
ENSG00000164045	16157891-adv-dsDNA,
ENSG00000164047	20705109-vacv-dsDNA,14734759-vacv-dsDNA,
ENSG00000164053	18480432-adv-dsDNA,
ENSG00000164056	21518456-adv-dsDNA,
ENSG00000164078	16500691-jsrv-ssRNART,
ENSG00000164104	22696656-influenza-ssRNA,
ENSG00000164105	19889787-rvfv-ssRNA,
ENSG00000164111	9049356-hbv-dsDNART,
ENSG00000164163	17233757-hiv1-ssRNART,
ENSG00000164171	9353313-echovirus-ssRNA,
ENSG00000164252	19178923-pcv-ssDNA,
ENSG00000164294	23929719-hcv-ssRNA,
ENSG00000164305	15280469-astrovirus-ssRNA,9065443-vacv-dsDNA,
ENSG00000164307	24223975,
ENSG00000164330	10617588-dna-hsv-dsDNA,
ENSG00000164342	15502848,
ENSG00000164430	26320998-kshv-dsDNA,
ENSG00000164587	19129232-rna-hcv-ssRNA,
ENSG00000164615	18500349-hiv1-ssRNART,
ENSG00000164683	19369342-kshv-dsDNA,
ENSG00000164754	19369356-kshv-dsDNA,
ENSG00000164816	25188351-adv-dsDNA,
ENSG00000164821	15620707-hiv1-ssRNART,
ENSG00000164822	21672195-hiv1-ssRNART,
ENSG00000164885	21209116-ebv-dsDNA,15955820-vzv-dsDNA,
ENSG00000164916	20053746-adv-dsDNA,
ENSG00000164924	23175360-hpv-dsDNA,
ENSG00000164985	23610442-hiv1-ssRNART,16959283-hiv1-ssRNART,
ENSG00000165025	16431925-ebv-dsDNA,11046148-ebv-dsDNA,
ENSG00000165029	20731376-hiv1-ssRNART,
ENSG00000165030	20102225-mdv-dsDNA,10074173-dna-hbv-dsDNART,
ENSG00000165119	23825951-rna-influenza-ssRNA,
ENSG00000165140	21880596-rna-ev71-ssRNA,
ENSG00000165169	16873277-hsv-dsDNA,
ENSG00000165280	21918864-hbv-dsDNART,
ENSG00000165392	17317667-hiv1-ssRNART,17041215-adv-ssDNA,15140983-hsv-dsDNA,
ENSG00000165417	18216093-dna-hsv-dsDNA,9632777-sv40-dsDNA,
ENSG00000165650	20573829-hiv1-ssRNART,
ENSG00000165698	21667337-hsv-dsDNA,
ENSG00000165699	18407068-hcmv-dsDNA,
ENSG00000165732	22174317-hiv1-ssRNART,
ENSG00000165795	15582665-hiv1-ssRNART,
ENSG00000165806	20159985-kshv-dsDNA,
ENSG00000165821	11734654-polyomavirus-dsDNA,
ENSG00000165914	22258240-chikv-ssRNA,
ENSG00000165916	20417672-eiav-ssRNART,
ENSG00000165943	23236846-influenza-ssRNA,
ENSG00000166025	19932912-paramyxovirus-ssRNA,
ENSG00000166033	18452160-hpv-dsDNA,
ENSG00000166165	19264780-hcv-ssRNA,
ENSG00000166167	21310048-hiv1-ssRNART,19478868-hiv1-ssRNART,17121803-hiv1-ssRNART,
ENSG00000166197	23188192-influenza-ssRNA,
ENSG00000166200	21911577-denv-ssRNA,
ENSG00000166266	23098073-hiv1-ssRNART,16636053-hiv1-ssRNART,
ENSG00000166311	22573858-ebov-ssRNA,
ENSG00000166426	15607035-hcv-ssRNA,
ENSG00000166452	24659101-mpmv-ssRNART,
ENSG00000166483	18385244-hiv1-ssRNART,
ENSG00000166508	17932485-influenza-ssRNA,
ENSG00000166535	21973077-hiv1-ssRNART,
ENSG00000166710	23950709-hsv-dsDNA,
ENSG00000166794	22046132-sarscov-ssRNA,21559518-hcv-ssRNA,
ENSG00000166801	23093934-adv-dsDNA,
ENSG00000166848	14581536-dna-ebv-dsDNA,
ENSG00000166851	20534861-hcv-ssRNA,
ENSG00000166887	21454559-polyomavirus-dsDNA,
ENSG00000166888	20876453-dna-ebv-dsDNA,
ENSG00000166913	21147917-influenza-ssRNA,
ENSG00000166949	18055455-sarscov-ssRNA,16007207-hcv-ssRNA,
ENSG00000167004	21159867-polyomavirus-dsDNA,17981119-sv40-dsDNA,
ENSG00000167085	19906925-hiv1-ssRNART,22997079-chikv-ssRNA,
ENSG00000167088	14524621-hcv-ssRNA,
ENSG00000167110	18985028-hcv-ssRNA,
ENSG00000167136	11912214-dna-hsv-dsDNA,
ENSG00000167193	18165234-influenza-ssRNA,
ENSG00000167207	19701189-ssRNA,
ENSG00000167236	18208323-vacv-dsDNA,
ENSG00000167325	16339411-kshv-dsDNA,
ENSG00000167419	8381638-hiv1-ssRNART,
ENSG00000167601	23954153,
ENSG00000167642	16140784-hev-ssRNA,
ENSG00000167657	24116224-hiv1-ssRNART,
ENSG00000167658	25229650-hiv1-ssRNART,
ENSG00000167670	21445097-hcmv-dsDNA,
ENSG00000167711	10570951-hcv-ssRNA,
ENSG00000167754	23612974-influenza-ssRNA,
ENSG00000167967	2960975-dna-adv-dsDNA,12730668-adv-dsDNA,
ENSG00000167977	17239418-aav-ssDNA,
ENSG00000167978	12941912-dna-htlv-ssRNART,
ENSG00000167986	23137809-hcv-ssRNA,19966799-hbv-dsDNART,
ENSG00000168003	18829766-kshv-dsDNA,
ENSG00000168028	1385835-sinv-ssRNA,
ENSG00000168036	19846673-hcv-ssRNA,
ENSG00000168040	11752160-mcv-dsDNA,
ENSG00000168090	12237292-hiv1-ssRNART,12237292-hiv1-ssRNART,
ENSG00000168214	20861242-kshv-dsDNA,11222720-ebv-dsDNA,
ENSG00000168216	23175358-hdv-ssRNA,
ENSG00000168242	18688256-kshv-dsDNA,
ENSG00000168283	19515780-dna-hsv-dsDNA,
ENSG00000168310	9001242-dna-ebv-dsDNA,
ENSG00000168329	23966863-kshv-dsDNA,
ENSG00000168374	22105072-denv-ssRNA,
ENSG00000168395	21177815-ebv-dsDNA,
ENSG00000168438	20392851-sinv-ssRNA,
ENSG00000168439	20573828-influenza-ssRNA,
ENSG00000168496	20444887-hsv-dsDNA,
ENSG00000168575	8302848-galv-ssRNART,
ENSG00000168610	19032945-ebv-dsDNA,16364321-kshv-dsDNA,
ENSG00000168710	23950709-hsv-dsDNA,
ENSG00000168769	25893293-hbv-dsDNART,
ENSG00000168936	25030448-hcmv-dsDNA,
ENSG00000168938	7969494-hiv1-ssRNART,
ENSG00000168961	16227255-ebv-dsDNA,
ENSG00000168995	24330394-hiv1-ssRNART,
ENSG00000169016	18579589-hpv-dsDNA,
ENSG00000169045	21823664-hcv-ssRNA,
ENSG00000169047	7542742-sv40-dsDNA,
ENSG00000169057	20032179-kshv-dsDNA,
ENSG00000169083	2477291-dna-mmtv-ssRNART,
ENSG00000169155	22258240-chikv-ssRNA,
ENSG00000169217	19637933-vacv-dsDNA,
ENSG00000169375	24344258-ebv-dsDNA,
ENSG00000169385	9826755-rsv-ssRNA,
ENSG00000169397	9649619,
ENSG00000169398	12119179-hiv1-ssRNART,
ENSG00000169429	15155729-hsv-dsDNA,9151824-myxv-dsDNA,
ENSG00000169439	22170634-denv-ssRNA,
ENSG00000169554	20375168-dna-ebv-dsDNA,
ENSG00000169564	23221550-csfv-ssRNA,
ENSG00000169679	20660191-kshv-dsDNA,
ENSG00000169684	16038965-hpv-dsDNA,
ENSG00000169710	21911577-denv-ssRNA,23427160-hcv-ssRNA,24696471-denv-ssRNA,
ENSG00000169714	9879764-dna-jcv-dsDNA,
ENSG00000169891	23741527-hiv1-ssRNART,
ENSG00000169896	23209319-dsRNA,
ENSG00000169908	17989173-hiv1-ssRNART,
ENSG00000169925	19244327-mhv-dsDNA,
ENSG00000170004	14609633-seov-ssRNA,25213355-influenza-ssRNA,
ENSG00000170017	17238276-kshv-dsDNA,
ENSG00000170027	16571828-sinv-ssRNA,
ENSG00000170142	22438555-hsv-dsDNA,
ENSG00000170180	11861881,
ENSG00000170248	22969426-ebv-dsDNA,18032515-mlv-ssRNART,
ENSG00000170265	9396811-dna-htlv-ssRNART,
ENSG00000170296	18815298-bdv-ssRNA,
ENSG00000170312	18799590-vzv-dsDNA,
ENSG00000170315	9525617-hiv1-ssRNART,
ENSG00000170345	12692226-jcv-dsDNA,1326822-dna-visnavirus-ssRNART,
ENSG00000170365	16710631-hpv-dsDNA,25010525-kshv-dsDNA,
ENSG00000170385	16641280-crpv-dsDNA,
ENSG00000170458	19796811-hcmv-dsDNA,
ENSG00000170473	20436455-kshv-dsDNA,
ENSG00000170477	19637933-vacv-dsDNA,
ENSG00000170515	18937254-rna-fmdv-ssRNA,17295834-influenza-ssRNA,
ENSG00000170581	19812155-hcmv-dsDNA,19279106-denv-ssRNA,18701593-hcmv-dsDNA,21075352-denv-ssRNA,
ENSG00000170606	15789261-hbv-dsDNART,
ENSG00000170608	7975208-dna-hbv-dsDNART,
ENSG00000170653	10725433-dna-ebv-dsDNA,
ENSG00000170759	21915095-vacv-dsDNA,
ENSG00000170835	16266293-nv-ssRNA,
ENSG00000170836	23405243-htlv-ssRNART,
ENSG00000171124	19054801-norovirus-ssRNA,
ENSG00000171132	9268312-bdv-ssRNA,
ENSG00000171148	12138191-hpv-dsDNA,
ENSG00000171195	17125499-hiv1-ssRNART,
ENSG00000171223	8617242-hpv-dsDNA,12937177-htlv-ssRNART,
ENSG00000171241	23804634-mev-ssRNA,
ENSG00000171298	20618459-hbv-dsDNART,
ENSG00000171303	23164059-hiv1-ssRNART,
ENSG00000171552	23091012-hbv-dsDNART,18069888-mhv68-dsDNA,
ENSG00000171557	20981788-hbv-dsDNART,
ENSG00000171564	20162731-hcv-ssRNA,
ENSG00000171617	22232672-hpv-dsDNA,
ENSG00000171711	18567888-rsv-ssRNA,
ENSG00000171720	21453528-dna-hcmv-dsDNA,
ENSG00000171791	18069888-mhv68-dsDNA,
ENSG00000171867	12054775-fiv-ssRNART,
ENSG00000171914	12119179-hiv1-ssRNART,
ENSG00000171960	22046132-sarscov-ssRNA,
ENSG00000172046	22810585-hcv-ssRNA,
ENSG00000172053	18457437-ebv-dsDNA,
