id	name	feature
vip:0000005	EBV	RIN1
vip:0000005	EBV	RNF11
vip:0000005	EBV	RNF126
vip:0000005	EBV	RNF149
vip:0000005	EBV	RNF167
vip:0000005	EBV	RNF181
vip:0000005	EBV	RNF219
vip:0000005	EBV	RNF4
vip:0000005	EBV	RNH1
vip:0000005	EBV	ROBO1
vip:0000005	EBV	RPL11
vip:0000005	EBV	RPL12
vip:0000005	EBV	RPL13
vip:0000005	EBV	RPL13A
vip:0000005	EBV	RPL21
vip:0000005	EBV	RPL23
vip:0000005	EBV	RPL26
vip:0000005	EBV	RPL28
vip:0000005	EBV	RPL3
vip:0000005	EBV	RPL31
vip:0000005	EBV	RPL34
vip:0000005	EBV	RPL35
