Id	Annotation	FunctionName
hsa03000	NR1D1	Transcription_factors
hsa03000	NR1D2	Transcription_factors
hsa03000	NR1H2	Transcription_factors
hsa03000	NR1H3	Transcription_factors
hsa03000	NR1H4	Transcription_factors
hsa03000	NR1I2	Transcription_factors
hsa03000	NR1I3	Transcription_factors
hsa03000	NR2C1	Transcription_factors
hsa03000	NR2C2	Transcription_factors
hsa03000	NR2E1	Transcription_factors
hsa03000	NR2F1	Transcription_factors
hsa03000	NR2F2	Transcription_factors
hsa03000	NR2F6	Transcription_factors
hsa03000	NR3C1	Transcription_factors
hsa03000	NR3C2	Transcription_factors
hsa03000	NR4A1	Transcription_factors
hsa03000	NR4A2	Transcription_factors
hsa03000	NR4A3	Transcription_factors
hsa03000	NR5A1	Transcription_factors
hsa03000	NR5A2	Transcription_factors
hsa03000	NR6A1	Transcription_factors
hsa03000	NRL	Transcription_factors
hsa03000	OLIG1	Transcription_factors
hsa03000	OLIG2	Transcription_factors
hsa03000	OLIG3	Transcription_factors
hsa03000	ONECUT1	Transcription_factors
hsa03000	ONECUT2	Transcription_factors
hsa03000	ONECUT3	Transcription_factors
hsa03000	OSR1	Transcription_factors
hsa03000	OSR2	Transcription_factors
hsa03000	OTX1	Transcription_factors
hsa03000	OTX2	Transcription_factors
hsa03000	OVOL1	Transcription_factors
hsa03000	OVOL2	Transcription_factors
hsa03000	OVOL3	Transcription_factors
hsa03000	PAX1	Transcription_factors
hsa03000	PAX2	Transcription_factors
hsa03000	PAX3	Transcription_factors
hsa03000	PAX4	Transcription_factors
hsa03000	PAX5	Transcription_factors
hsa03000	PAX6	Transcription_factors
hsa03000	PAX7	Transcription_factors
hsa03000	PAX8	Transcription_factors
hsa03000	PAX9	Transcription_factors
hsa03000	PBX1	Transcription_factors
hsa03000	PBX2	Transcription_factors
hsa03000	PBX3	Transcription_factors
hsa03000	PBX4	Transcription_factors
hsa03000	PDX1	Transcription_factors
hsa03000	PEG3	Transcription_factors
hsa03000	PGR	Transcription_factors
hsa03000	PHF1	Transcription_factors
hsa03000	PHF19	Transcription_factors
hsa03000	PHOX2A	Transcription_factors
hsa03000	PHOX2B	Transcription_factors
hsa03000	PITX1	Transcription_factors
hsa03000	PITX2	Transcription_factors
hsa03000	PITX3	Transcription_factors
hsa03000	PLAG1	Transcription_factors
hsa03000	PLAGL1	Transcription_factors
hsa03000	PLAGL2	Transcription_factors
hsa03000	POU1F1	Transcription_factors
hsa03000	POU2F1	Transcription_factors
hsa03000	POU2F2	Transcription_factors
hsa03000	POU2F3	Transcription_factors
hsa03000	POU3F1	Transcription_factors
hsa03000	POU3F2	Transcription_factors
hsa03000	POU3F3	Transcription_factors
hsa03000	POU4F1	Transcription_factors
hsa03000	POU4F2	Transcription_factors
hsa03000	POU4F3	Transcription_factors
hsa03000	POU5F1	Transcription_factors
hsa03000	POU5F1B	Transcription_factors
hsa03000	POU6F1	Transcription_factors
hsa03000	POU6F2	Transcription_factors
hsa03000	PPARA	Transcription_factors
hsa03000	PPARD	Transcription_factors
hsa03000	PPARG	Transcription_factors
hsa03000	PRDM16	Transcription_factors
hsa03000	PRDM5	Transcription_factors
hsa03000	PROP1	Transcription_factors
hsa03000	PROX1	Transcription_factors
hsa03000	PROX2	Transcription_factors
hsa03000	PRRX1	Transcription_factors
hsa03000	PRRX2	Transcription_factors
hsa03000	PTF1A	Transcription_factors
hsa03000	RAI1	Transcription_factors
hsa03000	RARA	Transcription_factors
hsa03000	RARB	Transcription_factors
hsa03000	RARG	Transcription_factors
hsa03000	RAX	Transcription_factors
hsa03000	RAX2	Transcription_factors
hsa03000	RB1	Transcription_factors
hsa03000	RBAK	Transcription_factors
hsa03000	RBL2	Transcription_factors
hsa03000	RBPJ	Transcription_factors
hsa03000	RBPJL	Transcription_factors
hsa03000	REL	Transcription_factors
hsa03000	RELA	Transcription_factors
hsa03000	RELB	Transcription_factors
hsa03000	REST	Transcription_factors
hsa03000	RFX1	Transcription_factors
hsa03000	RFX2	Transcription_factors
hsa03000	RFX3	Transcription_factors
hsa03000	RFX4	Transcription_factors
hsa03000	RFX5	Transcription_factors
hsa03000	RFX6	Transcription_factors
hsa03000	RORA	Transcription_factors
hsa03000	RORB	Transcription_factors
hsa03000	RORC	Transcription_factors
hsa03000	RPA1	Transcription_factors
hsa03000	RREB1	Transcription_factors
hsa03000	RUNX1	Transcription_factors
hsa03000	RUNX2	Transcription_factors
hsa03000	RUNX3	Transcription_factors
hsa03000	RXRA	Transcription_factors
hsa03000	RXRB	Transcription_factors
hsa03000	RXRG	Transcription_factors
hsa03000	SCRT2	Transcription_factors
hsa03000	SHOX2	Transcription_factors
hsa03000	SIM1	Transcription_factors
hsa03000	SIM2	Transcription_factors
hsa03000	SIX1	Transcription_factors
hsa03000	SIX2	Transcription_factors
hsa03000	SIX3	Transcription_factors
hsa03000	SIX4	Transcription_factors
hsa03000	SIX5	Transcription_factors
hsa03000	SIX6	Transcription_factors
hsa03000	SNAI1	Transcription_factors
hsa03000	SNAI2	Transcription_factors
hsa03000	SNAI3	Transcription_factors
hsa03000	SNAPC4	Transcription_factors
hsa03000	SOHLH1	Transcription_factors
hsa03000	SOX1	Transcription_factors
hsa03000	SOX10	Transcription_factors
hsa03000	SOX11	Transcription_factors
hsa03000	SOX12	Transcription_factors
hsa03000	SOX13	Transcription_factors
hsa03000	SOX14	Transcription_factors
hsa03000	SOX15	Transcription_factors
hsa03000	SOX17	Transcription_factors
hsa03000	SOX18	Transcription_factors
hsa03000	SOX2	Transcription_factors
hsa03000	SOX21	Transcription_factors
hsa03000	SOX30	Transcription_factors
hsa03000	SOX4	Transcription_factors
hsa03000	SOX5	Transcription_factors
hsa03000	SOX6	Transcription_factors
hsa03000	SOX7	Transcription_factors
hsa03000	SOX8	Transcription_factors
hsa03000	SOX9	Transcription_factors
hsa03000	SP1	Transcription_factors
hsa03000	SP2	Transcription_factors
hsa03000	SP3	Transcription_factors
hsa03000	SP4	Transcription_factors
hsa03000	SP5	Transcription_factors
hsa03000	SP6	Transcription_factors
hsa03000	SP7	Transcription_factors
hsa03000	SP8	Transcription_factors
hsa03000	SP9	Transcription_factors
hsa03000	SPDEF	Transcription_factors
hsa03000	SPI1	Transcription_factors
hsa03000	SPIB	Transcription_factors
hsa03000	SPIC	Transcription_factors
hsa03000	SPZ1	Transcription_factors
hsa03000	SREBF1	Transcription_factors
hsa03000	SREBF2	Transcription_factors
hsa03000	SRF	Transcription_factors
hsa03000	SSRP1	Transcription_factors
hsa03000	STAT1	Transcription_factors
hsa03000	STAT2	Transcription_factors
hsa03000	STAT3	Transcription_factors
hsa03000	STAT4	Transcription_factors
hsa03000	STAT5A	Transcription_factors
hsa03000	STAT5B	Transcription_factors
hsa03000	STAT6	Transcription_factors
hsa03000	T	Transcription_factors
hsa03000	TAL1	Transcription_factors
hsa03000	TAL2	Transcription_factors
hsa03000	TBP	Transcription_factors
hsa03000	TBPL1	Transcription_factors
hsa03000	TBPL2	Transcription_factors
hsa03000	TBR1	Transcription_factors
hsa03000	TBX1	Transcription_factors
hsa03000	TBX10	Transcription_factors
hsa03000	TBX15	Transcription_factors
hsa03000	TBX18	Transcription_factors
hsa03000	TBX19	Transcription_factors
hsa03000	TBX2	Transcription_factors
hsa03000	TBX20	Transcription_factors
hsa03000	TBX21	Transcription_factors
hsa03000	TBX3	Transcription_factors
hsa03000	TBX4	Transcription_factors
hsa03000	TBX5	Transcription_factors
hsa03000	TBX6	Transcription_factors
hsa03000	TCF12	Transcription_factors
hsa03000	TCF15	Transcription_factors
hsa03000	TCF3	Transcription_factors
hsa03000	TCF4	Transcription_factors
hsa03000	TCF7	Transcription_factors
hsa03000	TCF7L1	Transcription_factors
hsa03000	TCF7L2	Transcription_factors
hsa03000	TCFL5	Transcription_factors
hsa03000	TEAD1	Transcription_factors
hsa03000	TEAD2	Transcription_factors
hsa03000	TEAD3	Transcription_factors
hsa03000	TEAD4	Transcription_factors
hsa03000	TEF	Transcription_factors
hsa03000	TFAP2A	Transcription_factors
hsa03000	TFAP2B	Transcription_factors
hsa03000	TFAP2C	Transcription_factors
hsa03000	TFAP2E	Transcription_factors
hsa03000	TFAP4	Transcription_factors
hsa03000	TFCP2	Transcription_factors
hsa03000	TFCP2L1	Transcription_factors
hsa03000	TFDP1	Transcription_factors
hsa03000	TFDP2	Transcription_factors
hsa03000	TFEB	Transcription_factors
hsa03000	TFEC	Transcription_factors
hsa03000	TGIF1	Transcription_factors
hsa03000	TGIF2	Transcription_factors
hsa03000	THAP1	Transcription_factors
hsa03000	THAP10	Transcription_factors
hsa03000	THAP11	Transcription_factors
hsa03000	THAP3	Transcription_factors
hsa03000	THAP5	Transcription_factors
hsa03000	THAP7	Transcription_factors
hsa03000	THAP8	Transcription_factors
hsa03000	THRA	Transcription_factors
hsa03000	THRB	Transcription_factors
hsa03000	TLX1	Transcription_factors
hsa03000	TLX2	Transcription_factors
hsa03000	TLX3	Transcription_factors
hsa03000	TMEM18	Transcription_factors
hsa03000	TONSL	Transcription_factors
hsa03000	TP53	Transcription_factors
hsa03000	TP63	Transcription_factors
hsa03000	TP73	Transcription_factors
hsa03000	TRPS1	Transcription_factors
hsa03000	TSHZ1	Transcription_factors
hsa03000	TSHZ2	Transcription_factors
hsa03000	TSHZ3	Transcription_factors
hsa03000	TWIST1	Transcription_factors
hsa03000	TWIST2	Transcription_factors
hsa03000	UBP1	Transcription_factors
hsa03000	UBTF	Transcription_factors
hsa03000	UNCX	Transcription_factors
hsa03000	USF1	Transcription_factors
hsa03000	USF2	Transcription_factors
hsa03000	VAX1	Transcription_factors
hsa03000	VAX2	Transcription_factors
hsa03000	VDR	Transcription_factors
hsa03000	VSX1	Transcription_factors
hsa03000	VSX2	Transcription_factors
hsa03000	WT1	Transcription_factors
hsa03000	XBP1	Transcription_factors
hsa03000	YBX1	Transcription_factors
hsa03000	YBX2	Transcription_factors
hsa03000	YBX3	Transcription_factors
hsa03000	YY1	Transcription_factors
hsa03000	ZBTB18	Transcription_factors
hsa03000	ZBTB2	Transcription_factors
hsa03000	ZBTB42	Transcription_factors
hsa03000	ZBTB5	Transcription_factors
hsa03000	ZBTB7A	Transcription_factors
hsa03000	ZBTB7B	Transcription_factors
hsa03000	ZBTB7C	Transcription_factors
hsa03000	ZEB1	Transcription_factors
hsa03000	ZEB2	Transcription_factors
hsa03000	ZFHX2	Transcription_factors
hsa03000	ZFHX3	Transcription_factors
hsa03000	ZFHX4	Transcription_factors
hsa03000	ZFP1	Transcription_factors
hsa03000	ZFP14	Transcription_factors
hsa03000	ZFP28	Transcription_factors
hsa03000	ZFP30	Transcription_factors
hsa03000	ZFP37	Transcription_factors
hsa03000	ZFP57	Transcription_factors
hsa03000	ZFP69	Transcription_factors
hsa03000	ZFP69B	Transcription_factors
hsa03000	ZFP82	Transcription_factors
hsa03000	ZFP90	Transcription_factors
hsa03000	ZFPM1	Transcription_factors
hsa03000	ZFPM2	Transcription_factors
hsa03000	ZGLP1	Transcription_factors
hsa03000	ZIC1	Transcription_factors
hsa03000	ZIC2	Transcription_factors
hsa03000	ZIC4	Transcription_factors
hsa03000	ZIC5	Transcription_factors
hsa03000	ZIK1	Transcription_factors
hsa03000	ZIM2	Transcription_factors
hsa03000	ZIM3	Transcription_factors
hsa03000	ZKSCAN1	Transcription_factors
hsa03000	ZKSCAN2	Transcription_factors
hsa03000	ZKSCAN3	Transcription_factors
hsa03000	ZKSCAN4	Transcription_factors
hsa03000	ZKSCAN5	Transcription_factors
hsa03000	ZKSCAN7	Transcription_factors
hsa03000	ZKSCAN8	Transcription_factors
hsa03000	ZNF10	Transcription_factors
hsa03000	ZNF100	Transcription_factors
hsa03000	ZNF101	Transcription_factors
hsa03000	ZNF107	Transcription_factors
hsa03000	ZNF112	Transcription_factors
hsa03000	ZNF114	Transcription_factors
hsa03000	ZNF12	Transcription_factors
hsa03000	ZNF124	Transcription_factors
hsa03000	ZNF132	Transcription_factors
hsa03000	ZNF133	Transcription_factors
hsa03000	ZNF135	Transcription_factors
hsa03000	ZNF136	Transcription_factors
hsa03000	ZNF14	Transcription_factors
hsa03000	ZNF140	Transcription_factors
hsa03000	ZNF141	Transcription_factors
hsa03000	ZNF154	Transcription_factors
hsa03000	ZNF155	Transcription_factors
hsa03000	ZNF160	Transcription_factors
hsa03000	ZNF165	Transcription_factors
hsa03000	ZNF169	Transcription_factors
hsa03000	ZNF17	Transcription_factors
hsa03000	ZNF174	Transcription_factors
hsa03000	ZNF175	Transcription_factors
hsa03000	ZNF177	Transcription_factors
hsa03000	ZNF18	Transcription_factors
hsa03000	ZNF180	Transcription_factors
hsa03000	ZNF181	Transcription_factors
hsa03000	ZNF184	Transcription_factors
hsa03000	ZNF189	Transcription_factors
hsa03000	ZNF19	Transcription_factors
hsa03000	ZNF195	Transcription_factors
hsa03000	ZNF197	Transcription_factors
hsa03000	ZNF20	Transcription_factors
hsa03000	ZNF200	Transcription_factors
hsa03000	ZNF202	Transcription_factors
hsa03000	ZNF205	Transcription_factors
hsa03000	ZNF208	Transcription_factors
hsa03000	ZNF211	Transcription_factors
hsa03000	ZNF212	Transcription_factors
hsa03000	ZNF213	Transcription_factors
hsa03000	ZNF214	Transcription_factors
hsa03000	ZNF215	Transcription_factors
hsa03000	ZNF221	Transcription_factors
hsa03000	ZNF222	Transcription_factors
hsa03000	ZNF223	Transcription_factors
hsa03000	ZNF224	Transcription_factors
hsa03000	ZNF225	Transcription_factors
hsa03000	ZNF226	Transcription_factors
hsa03000	ZNF227	Transcription_factors
hsa03000	ZNF23	Transcription_factors
hsa03000	ZNF230	Transcription_factors
hsa03000	ZNF232	Transcription_factors
hsa03000	ZNF233	Transcription_factors
hsa03000	ZNF234	Transcription_factors
hsa03000	ZNF235	Transcription_factors
hsa03000	ZNF24	Transcription_factors
hsa03000	ZNF248	Transcription_factors
hsa03000	ZNF25	Transcription_factors
hsa03000	ZNF250	Transcription_factors
hsa03000	ZNF251	Transcription_factors
hsa03000	ZNF253	Transcription_factors
hsa03000	ZNF254	Transcription_factors
hsa03000	ZNF256	Transcription_factors
hsa03000	ZNF257	Transcription_factors
hsa03000	ZNF26	Transcription_factors
hsa03000	ZNF263	Transcription_factors
hsa03000	ZNF264	Transcription_factors
hsa03000	ZNF267	Transcription_factors
hsa03000	ZNF268	Transcription_factors
hsa03000	ZNF273	Transcription_factors
hsa03000	ZNF274	Transcription_factors
hsa03000	ZNF282	Transcription_factors
hsa03000	ZNF283	Transcription_factors
hsa03000	ZNF284	Transcription_factors
hsa03000	ZNF285	Transcription_factors
hsa03000	ZNF286A	Transcription_factors
hsa03000	ZNF287	Transcription_factors
hsa03000	ZNF3	Transcription_factors
hsa03000	ZNF30	Transcription_factors
hsa03000	ZNF300	Transcription_factors
hsa03000	ZNF302	Transcription_factors
hsa03000	ZNF304	Transcription_factors
hsa03000	ZNF311	Transcription_factors
hsa03000	ZNF317	Transcription_factors
hsa03000	ZNF320	Transcription_factors
hsa03000	ZNF324	Transcription_factors
hsa03000	ZNF324B	Transcription_factors
hsa03000	ZNF331	Transcription_factors
hsa03000	ZNF333	Transcription_factors
hsa03000	ZNF334	Transcription_factors
hsa03000	ZNF337	Transcription_factors
hsa03000	ZNF33A	Transcription_factors
hsa03000	ZNF33B	Transcription_factors
hsa03000	ZNF34	Transcription_factors
hsa03000	ZNF343	Transcription_factors
hsa03000	ZNF347	Transcription_factors
hsa03000	ZNF350	Transcription_factors
hsa03000	ZNF354A	Transcription_factors
hsa03000	ZNF354B	Transcription_factors
hsa03000	ZNF354C	Transcription_factors
hsa03000	ZNF362	Transcription_factors
hsa03000	ZNF37A	Transcription_factors
hsa03000	ZNF382	Transcription_factors
hsa03000	ZNF383	Transcription_factors
hsa03000	ZNF384	Transcription_factors
hsa03000	ZNF394	Transcription_factors
hsa03000	ZNF396	Transcription_factors
hsa03000	ZNF397	Transcription_factors
hsa03000	ZNF398	Transcription_factors
hsa03000	ZNF404	Transcription_factors
hsa03000	ZNF415	Transcription_factors
hsa03000	ZNF416	Transcription_factors
hsa03000	ZNF417	Transcription_factors
hsa03000	ZNF418	Transcription_factors
hsa03000	ZNF419	Transcription_factors
hsa03000	ZNF420	Transcription_factors
hsa03000	ZNF423	Transcription_factors
hsa03000	ZNF425	Transcription_factors
hsa03000	ZNF426	Transcription_factors
hsa03000	ZNF429	Transcription_factors
hsa03000	ZNF43	Transcription_factors
hsa03000	ZNF430	Transcription_factors
hsa03000	ZNF431	Transcription_factors
hsa03000	ZNF432	Transcription_factors
hsa03000	ZNF433	Transcription_factors
hsa03000	ZNF436	Transcription_factors
hsa03000	ZNF439	Transcription_factors
hsa03000	ZNF44	Transcription_factors
hsa03000	ZNF440	Transcription_factors
hsa03000	ZNF442	Transcription_factors
hsa03000	ZNF443	Transcription_factors
hsa03000	ZNF444	Transcription_factors
hsa03000	ZNF445	Transcription_factors
hsa03000	ZNF446	Transcription_factors
hsa03000	ZNF45	Transcription_factors
hsa03000	ZNF454	Transcription_factors
hsa03000	ZNF460	Transcription_factors
hsa03000	ZNF461	Transcription_factors
hsa03000	ZNF468	Transcription_factors
hsa03000	ZNF470	Transcription_factors
hsa03000	ZNF471	Transcription_factors
hsa03000	ZNF473	Transcription_factors
hsa03000	ZNF479	Transcription_factors
hsa03000	ZNF480	Transcription_factors
hsa03000	ZNF483	Transcription_factors
hsa03000	ZNF484	Transcription_factors
hsa03000	ZNF486	Transcription_factors
hsa03000	ZNF490	Transcription_factors
hsa03000	ZNF492	Transcription_factors
hsa03000	ZNF496	Transcription_factors
hsa03000	ZNF500	Transcription_factors
hsa03000	ZNF506	Transcription_factors
hsa03000	ZNF510	Transcription_factors
hsa03000	ZNF514	Transcription_factors
hsa03000	ZNF516	Transcription_factors
hsa03000	ZNF517	Transcription_factors
hsa03000	ZNF519	Transcription_factors
hsa03000	ZNF527	Transcription_factors
hsa03000	ZNF528	Transcription_factors
hsa03000	ZNF529	Transcription_factors
hsa03000	ZNF530	Transcription_factors
hsa03000	ZNF534	Transcription_factors
hsa03000	ZNF540	Transcription_factors
hsa03000	ZNF543	Transcription_factors
hsa03000	ZNF544	Transcription_factors
hsa03000	ZNF546	Transcription_factors
hsa03000	ZNF547	Transcription_factors
hsa03000	ZNF548	Transcription_factors
hsa03000	ZNF549	Transcription_factors
hsa03000	ZNF550	Transcription_factors
hsa03000	ZNF551	Transcription_factors
hsa03000	ZNF552	Transcription_factors
hsa03000	ZNF554	Transcription_factors
hsa03000	ZNF555	Transcription_factors
hsa03000	ZNF556	Transcription_factors
hsa03000	ZNF557	Transcription_factors
hsa03000	ZNF558	Transcription_factors
hsa03000	ZNF559	Transcription_factors
hsa03000	ZNF560	Transcription_factors
hsa03000	ZNF561	Transcription_factors
hsa03000	ZNF562	Transcription_factors
hsa03000	ZNF563	Transcription_factors
hsa03000	ZNF564	Transcription_factors
hsa03000	ZNF565	Transcription_factors
hsa03000	ZNF566	Transcription_factors
hsa03000	ZNF567	Transcription_factors
hsa03000	ZNF568	Transcription_factors
hsa03000	ZNF569	Transcription_factors
hsa03000	ZNF57	Transcription_factors
hsa03000	ZNF570	Transcription_factors
hsa03000	ZNF571	Transcription_factors
hsa03000	ZNF577	Transcription_factors
hsa03000	ZNF582	Transcription_factors
hsa03000	ZNF583	Transcription_factors
hsa03000	ZNF584	Transcription_factors
hsa03000	ZNF585A	Transcription_factors
hsa03000	ZNF585B	Transcription_factors
hsa03000	ZNF587	Transcription_factors
hsa03000	ZNF589	Transcription_factors
hsa03000	ZNF596	Transcription_factors
hsa03000	ZNF597	Transcription_factors
hsa03000	ZNF599	Transcription_factors
hsa03000	ZNF600	Transcription_factors
hsa03000	ZNF605	Transcription_factors
hsa03000	ZNF606	Transcription_factors
hsa03000	ZNF607	Transcription_factors
hsa03000	ZNF610	Transcription_factors
hsa03000	ZNF611	Transcription_factors
hsa03000	ZNF613	Transcription_factors
hsa03000	ZNF614	Transcription_factors
hsa03000	ZNF615	Transcription_factors
hsa03000	ZNF616	Transcription_factors
hsa03000	ZNF619	Transcription_factors
hsa03000	ZNF620	Transcription_factors
hsa03000	ZNF621	Transcription_factors
hsa03000	ZNF623	Transcription_factors
hsa03000	ZNF624	Transcription_factors
hsa03000	ZNF627	Transcription_factors
hsa03000	ZNF641	Transcription_factors
hsa03000	ZNF649	Transcription_factors
hsa03000	ZNF662	Transcription_factors
hsa03000	ZNF665	Transcription_factors
hsa03000	ZNF667	Transcription_factors
hsa03000	ZNF669	Transcription_factors
hsa03000	ZNF671	Transcription_factors
hsa03000	ZNF675	Transcription_factors
hsa03000	ZNF676	Transcription_factors
hsa03000	ZNF677	Transcription_factors
hsa03000	ZNF679	Transcription_factors
hsa03000	ZNF680	Transcription_factors
hsa03000	ZNF682	Transcription_factors
hsa03000	ZNF684	Transcription_factors
hsa03000	ZNF688	Transcription_factors
hsa03000	ZNF689	Transcription_factors
hsa03000	ZNF699	Transcription_factors
hsa03000	ZNF7	Transcription_factors
hsa03000	ZNF700	Transcription_factors
hsa03000	ZNF701	Transcription_factors
hsa03000	ZNF705A	Transcription_factors
hsa03000	ZNF705D	Transcription_factors
hsa03000	ZNF707	Transcription_factors
hsa03000	ZNF708	Transcription_factors
hsa03000	ZNF709	Transcription_factors
hsa03000	ZNF713	Transcription_factors
hsa03000	ZNF714	Transcription_factors
hsa03000	ZNF716	Transcription_factors
hsa03000	ZNF717	Transcription_factors
hsa03000	ZNF721	Transcription_factors
hsa03000	ZNF726	Transcription_factors
hsa03000	ZNF729	Transcription_factors
hsa03000	ZNF730	Transcription_factors
hsa03000	ZNF736	Transcription_factors
hsa03000	ZNF737	Transcription_factors
hsa03000	ZNF74	Transcription_factors
hsa03000	ZNF746	Transcription_factors
hsa03000	ZNF749	Transcription_factors
hsa03000	ZNF75A	Transcription_factors
hsa03000	ZNF763	Transcription_factors
hsa03000	ZNF764	Transcription_factors
hsa03000	ZNF765	Transcription_factors
hsa03000	ZNF766	Transcription_factors
hsa03000	ZNF768	Transcription_factors
hsa03000	ZNF77	Transcription_factors
hsa03000	ZNF772	Transcription_factors
hsa03000	ZNF773	Transcription_factors
hsa03000	ZNF777	Transcription_factors
hsa03000	ZNF778	Transcription_factors
hsa03000	ZNF780A	Transcription_factors
hsa03000	ZNF780B	Transcription_factors
hsa03000	ZNF782	Transcription_factors
hsa03000	ZNF783	Transcription_factors
hsa03000	ZNF785	Transcription_factors
hsa03000	ZNF786	Transcription_factors
hsa03000	ZNF79	Transcription_factors
hsa03000	ZNF790	Transcription_factors
hsa03000	ZNF791	Transcription_factors
hsa03000	ZNF792	Transcription_factors
hsa03000	ZNF793	Transcription_factors
hsa03000	ZNF799	Transcription_factors
hsa03000	ZNF813	Transcription_factors
hsa03000	ZNF814	Transcription_factors
hsa03000	ZNF816	Transcription_factors
hsa03000	ZNF823	Transcription_factors
hsa03000	ZNF829	Transcription_factors
hsa03000	ZNF83	Transcription_factors
hsa03000	ZNF836	Transcription_factors
hsa03000	ZNF84	Transcription_factors
hsa03000	ZNF841	Transcription_factors
hsa03000	ZNF845	Transcription_factors
hsa03000	ZNF846	Transcription_factors
hsa03000	ZNF85	Transcription_factors
hsa03000	ZNF850	Transcription_factors
hsa03000	ZNF853	Transcription_factors
hsa03000	ZNF860	Transcription_factors
hsa03000	ZNF878	Transcription_factors
hsa03000	ZNF879	Transcription_factors
hsa03000	ZNF891	Transcription_factors
hsa03000	ZNF90	Transcription_factors
hsa03000	ZNF91	Transcription_factors
hsa03000	ZNF93	Transcription_factors
hsa03000	ZNF98	Transcription_factors
hsa03000	ZNF99	Transcription_factors
hsa03000	ZSCAN1	Transcription_factors
hsa03000	ZSCAN10	Transcription_factors
hsa03000	ZSCAN12	Transcription_factors
hsa03000	ZSCAN16	Transcription_factors
hsa03000	ZSCAN18	Transcription_factors
hsa03000	ZSCAN2	Transcription_factors
hsa03000	ZSCAN20	Transcription_factors
hsa03000	ZSCAN21	Transcription_factors
hsa03000	ZSCAN22	Transcription_factors
hsa03000	ZSCAN23	Transcription_factors
hsa03000	ZSCAN25	Transcription_factors
hsa03000	ZSCAN29	Transcription_factors
hsa03000	ZSCAN30	Transcription_factors
hsa03000	ZSCAN31	Transcription_factors
hsa03000	ZSCAN32	Transcription_factors
hsa03000	ZSCAN4	Transcription_factors
hsa03000	ZSCAN5A	Transcription_factors
hsa03000	ZSCAN5B	Transcription_factors
hsa03000	ZSCAN9	Transcription_factors
hsa03008	BMS1	Ribosome_biogenesis_in_eukaryotes
hsa03008	CIRH1A	Ribosome_biogenesis_in_eukaryotes
hsa03008	CSNK2A1	Ribosome_biogenesis_in_eukaryotes
hsa03008	CSNK2A2	Ribosome_biogenesis_in_eukaryotes
hsa03008	CSNK2A3	Ribosome_biogenesis_in_eukaryotes
hsa03008	CSNK2B	Ribosome_biogenesis_in_eukaryotes
hsa03008	DROSHA	Ribosome_biogenesis_in_eukaryotes
hsa03008	EFTUD1	Ribosome_biogenesis_in_eukaryotes
hsa03008	EIF6	Ribosome_biogenesis_in_eukaryotes
hsa03008	EMG1	Ribosome_biogenesis_in_eukaryotes
hsa03008	FBL	Ribosome_biogenesis_in_eukaryotes
hsa03008	FBLL1	Ribosome_biogenesis_in_eukaryotes
hsa03008	FCF1	Ribosome_biogenesis_in_eukaryotes
hsa03008	GAR1	Ribosome_biogenesis_in_eukaryotes
hsa03008	GNL2	Ribosome_biogenesis_in_eukaryotes
hsa03008	GNL3	Ribosome_biogenesis_in_eukaryotes
hsa03008	GTPBP4	Ribosome_biogenesis_in_eukaryotes
hsa03008	HEATR1	Ribosome_biogenesis_in_eukaryotes
hsa03008	IMP3	Ribosome_biogenesis_in_eukaryotes
hsa03008	IMP4	Ribosome_biogenesis_in_eukaryotes
hsa03008	LSG1	Ribosome_biogenesis_in_eukaryotes
hsa03008	MDN1	Ribosome_biogenesis_in_eukaryotes
hsa03008	MPHOSPH10	Ribosome_biogenesis_in_eukaryotes
hsa03008	NAT10	Ribosome_biogenesis_in_eukaryotes
hsa03008	NHP2	Ribosome_biogenesis_in_eukaryotes
hsa03008	NHP2L1	Ribosome_biogenesis_in_eukaryotes
hsa03008	NMD3	Ribosome_biogenesis_in_eukaryotes
hsa03008	NOB1	Ribosome_biogenesis_in_eukaryotes
hsa03008	NOL6	Ribosome_biogenesis_in_eukaryotes
hsa03008	NOP10	Ribosome_biogenesis_in_eukaryotes
hsa03008	NOP56	Ribosome_biogenesis_in_eukaryotes
hsa03008	NOP58	Ribosome_biogenesis_in_eukaryotes
hsa03008	NVL	Ribosome_biogenesis_in_eukaryotes
hsa03008	NXF1	Ribosome_biogenesis_in_eukaryotes
hsa03008	NXT1	Ribosome_biogenesis_in_eukaryotes
hsa03008	POP1	Ribosome_biogenesis_in_eukaryotes
hsa03008	POP4	Ribosome_biogenesis_in_eukaryotes
hsa03008	POP5	Ribosome_biogenesis_in_eukaryotes
hsa03008	POP7	Ribosome_biogenesis_in_eukaryotes
hsa03008	PWP2	Ribosome_biogenesis_in_eukaryotes
hsa03008	RAN	Ribosome_biogenesis_in_eukaryotes
hsa03008	RBM28	Ribosome_biogenesis_in_eukaryotes
hsa03008	RCL1	Ribosome_biogenesis_in_eukaryotes
hsa03008	REXO1	Ribosome_biogenesis_in_eukaryotes
hsa03008	REXO2	Ribosome_biogenesis_in_eukaryotes
hsa03008	RIOK1	Ribosome_biogenesis_in_eukaryotes
hsa03008	RIOK2	Ribosome_biogenesis_in_eukaryotes
hsa03008	RPP25	Ribosome_biogenesis_in_eukaryotes
hsa03008	RPP25L	Ribosome_biogenesis_in_eukaryotes
hsa03008	RPP30	Ribosome_biogenesis_in_eukaryotes
hsa03008	RPP38	Ribosome_biogenesis_in_eukaryotes
