Id	Annotation	FunctionName
hsa04623	POLR3GL	Cytosolic_DNA-sensing_pathway
hsa04623	POLR3H	Cytosolic_DNA-sensing_pathway
hsa04623	POLR3K	Cytosolic_DNA-sensing_pathway
hsa04623	PYCARD	Cytosolic_DNA-sensing_pathway
hsa04623	RELA	Cytosolic_DNA-sensing_pathway
hsa04623	RIPK1	Cytosolic_DNA-sensing_pathway
hsa04623	RIPK3	Cytosolic_DNA-sensing_pathway
hsa04623	TBK1	Cytosolic_DNA-sensing_pathway
hsa04623	TMEM173	Cytosolic_DNA-sensing_pathway
hsa04623	TREX1	Cytosolic_DNA-sensing_pathway
hsa04623	ZBP1	Cytosolic_DNA-sensing_pathway
hsa04625	AKT1	C-type_lectin_receptor_signaling_pathway
hsa04625	AKT2	C-type_lectin_receptor_signaling_pathway
hsa04625	AKT3	C-type_lectin_receptor_signaling_pathway
hsa04625	ARHGEF12	C-type_lectin_receptor_signaling_pathway
hsa04625	BCL10	C-type_lectin_receptor_signaling_pathway
hsa04625	BCL3	C-type_lectin_receptor_signaling_pathway
hsa04625	CALM1	C-type_lectin_receptor_signaling_pathway
hsa04625	CALM2	C-type_lectin_receptor_signaling_pathway
hsa04625	CALM3	C-type_lectin_receptor_signaling_pathway
hsa04625	CALML3	C-type_lectin_receptor_signaling_pathway
hsa04625	CALML4	C-type_lectin_receptor_signaling_pathway
hsa04625	CALML5	C-type_lectin_receptor_signaling_pathway
hsa04625	CALML6	C-type_lectin_receptor_signaling_pathway
hsa04625	CARD9	C-type_lectin_receptor_signaling_pathway
hsa04625	CASP1	C-type_lectin_receptor_signaling_pathway
hsa04625	CASP8	C-type_lectin_receptor_signaling_pathway
hsa04625	CBLB	C-type_lectin_receptor_signaling_pathway
hsa04625	CCL17	C-type_lectin_receptor_signaling_pathway
hsa04625	CCL22	C-type_lectin_receptor_signaling_pathway
hsa04625	CD209	C-type_lectin_receptor_signaling_pathway
hsa04625	CHUK	C-type_lectin_receptor_signaling_pathway
hsa04625	CLEC1B	C-type_lectin_receptor_signaling_pathway
hsa04625	CLEC4D	C-type_lectin_receptor_signaling_pathway
hsa04625	CLEC4E	C-type_lectin_receptor_signaling_pathway
hsa04625	CLEC4M	C-type_lectin_receptor_signaling_pathway
hsa04625	CLEC6A	C-type_lectin_receptor_signaling_pathway
hsa04625	CLEC7A	C-type_lectin_receptor_signaling_pathway
hsa04625	CYLD	C-type_lectin_receptor_signaling_pathway
hsa04625	EGR2	C-type_lectin_receptor_signaling_pathway
hsa04625	EGR3	C-type_lectin_receptor_signaling_pathway
hsa04625	FCER1G	C-type_lectin_receptor_signaling_pathway
hsa04625	HRAS	C-type_lectin_receptor_signaling_pathway
hsa04625	IKBKB	C-type_lectin_receptor_signaling_pathway
hsa04625	IL10	C-type_lectin_receptor_signaling_pathway
hsa04625	IL12A	C-type_lectin_receptor_signaling_pathway
hsa04625	IL12B	C-type_lectin_receptor_signaling_pathway
hsa04625	IL17D	C-type_lectin_receptor_signaling_pathway
hsa04625	IL1B	C-type_lectin_receptor_signaling_pathway
hsa04625	IL2	C-type_lectin_receptor_signaling_pathway
hsa04625	IL23A	C-type_lectin_receptor_signaling_pathway
hsa04625	IL6	C-type_lectin_receptor_signaling_pathway
hsa04625	IRF1	C-type_lectin_receptor_signaling_pathway
hsa04625	IRF9	C-type_lectin_receptor_signaling_pathway
hsa04625	ITPR1	C-type_lectin_receptor_signaling_pathway
hsa04625	ITPR2	C-type_lectin_receptor_signaling_pathway
hsa04625	ITPR3	C-type_lectin_receptor_signaling_pathway
hsa04625	JUN	C-type_lectin_receptor_signaling_pathway
hsa04625	KRAS	C-type_lectin_receptor_signaling_pathway
hsa04625	KSR1	C-type_lectin_receptor_signaling_pathway
hsa04625	LSP1	C-type_lectin_receptor_signaling_pathway
hsa04625	MALT1	C-type_lectin_receptor_signaling_pathway
hsa04625	MAPK1	C-type_lectin_receptor_signaling_pathway
hsa04625	MAPK10	C-type_lectin_receptor_signaling_pathway
hsa04625	MAPK11	C-type_lectin_receptor_signaling_pathway
hsa04625	MAPK12	C-type_lectin_receptor_signaling_pathway
hsa04625	MAPK13	C-type_lectin_receptor_signaling_pathway
hsa04625	MAPK14	C-type_lectin_receptor_signaling_pathway
hsa04625	MAPK3	C-type_lectin_receptor_signaling_pathway
hsa04625	MAPK8	C-type_lectin_receptor_signaling_pathway
hsa04625	MAPK9	C-type_lectin_receptor_signaling_pathway
hsa04625	MAPKAPK2	C-type_lectin_receptor_signaling_pathway
hsa04625	MDM2	C-type_lectin_receptor_signaling_pathway
hsa04625	MRAS	C-type_lectin_receptor_signaling_pathway
hsa04625	NFATC1	C-type_lectin_receptor_signaling_pathway
hsa04625	NFATC2	C-type_lectin_receptor_signaling_pathway
hsa04625	NFATC3	C-type_lectin_receptor_signaling_pathway
hsa04625	NFATC4	C-type_lectin_receptor_signaling_pathway
hsa04625	NFKB1	C-type_lectin_receptor_signaling_pathway
hsa04625	NFKB2	C-type_lectin_receptor_signaling_pathway
hsa04625	NFKBIA	C-type_lectin_receptor_signaling_pathway
hsa04625	NLRP3	C-type_lectin_receptor_signaling_pathway
hsa04625	NRAS	C-type_lectin_receptor_signaling_pathway
hsa04625	PAK1	C-type_lectin_receptor_signaling_pathway
hsa04625	PIK3CA	C-type_lectin_receptor_signaling_pathway
hsa04625	PIK3CB	C-type_lectin_receptor_signaling_pathway
hsa04625	PIK3CD	C-type_lectin_receptor_signaling_pathway
hsa04625	PIK3R1	C-type_lectin_receptor_signaling_pathway
hsa04625	PIK3R3	C-type_lectin_receptor_signaling_pathway
hsa04625	PLCG2	C-type_lectin_receptor_signaling_pathway
hsa04625	PLK3	C-type_lectin_receptor_signaling_pathway
hsa04625	PPP3CA	C-type_lectin_receptor_signaling_pathway
hsa04625	PPP3CB	C-type_lectin_receptor_signaling_pathway
hsa04625	PPP3CC	C-type_lectin_receptor_signaling_pathway
hsa04625	PPP3R1	C-type_lectin_receptor_signaling_pathway
hsa04625	PPP3R2	C-type_lectin_receptor_signaling_pathway
hsa04625	PRKCD	C-type_lectin_receptor_signaling_pathway
hsa04625	PTGS2	C-type_lectin_receptor_signaling_pathway
hsa04625	PTPN11	C-type_lectin_receptor_signaling_pathway
hsa04625	PYCARD	C-type_lectin_receptor_signaling_pathway
hsa04625	RAF1	C-type_lectin_receptor_signaling_pathway
hsa04625	RELA	C-type_lectin_receptor_signaling_pathway
hsa04625	RELB	C-type_lectin_receptor_signaling_pathway
hsa04625	RHOA	C-type_lectin_receptor_signaling_pathway
hsa04625	RRAS	C-type_lectin_receptor_signaling_pathway
hsa04625	RRAS2	C-type_lectin_receptor_signaling_pathway
hsa04625	SRC	C-type_lectin_receptor_signaling_pathway
hsa04625	STAT1	C-type_lectin_receptor_signaling_pathway
hsa04625	STAT2	C-type_lectin_receptor_signaling_pathway
hsa04625	SYK	C-type_lectin_receptor_signaling_pathway
hsa04625	TNF	C-type_lectin_receptor_signaling_pathway
hsa04630	AKT1	Jak-STAT_signaling_pathway
hsa04630	AKT2	Jak-STAT_signaling_pathway
hsa04630	AKT3	Jak-STAT_signaling_pathway
hsa04630	AOX1	Jak-STAT_signaling_pathway
hsa04630	BCL2	Jak-STAT_signaling_pathway
hsa04630	BCL2L1	Jak-STAT_signaling_pathway
hsa04630	CCND1	Jak-STAT_signaling_pathway
hsa04630	CCND2	Jak-STAT_signaling_pathway
hsa04630	CCND3	Jak-STAT_signaling_pathway
hsa04630	CDKN1A	Jak-STAT_signaling_pathway
hsa04630	CISH	Jak-STAT_signaling_pathway
hsa04630	CNTF	Jak-STAT_signaling_pathway
hsa04630	CNTFR	Jak-STAT_signaling_pathway
hsa04630	CREBBP	Jak-STAT_signaling_pathway
hsa04630	CSF2	Jak-STAT_signaling_pathway
hsa04630	CSF2RB	Jak-STAT_signaling_pathway
hsa04630	CSF3	Jak-STAT_signaling_pathway
hsa04630	CSF3R	Jak-STAT_signaling_pathway
hsa04630	CSH1	Jak-STAT_signaling_pathway
hsa04630	CSH2	Jak-STAT_signaling_pathway
hsa04630	CTF1	Jak-STAT_signaling_pathway
hsa04630	EGF	Jak-STAT_signaling_pathway
hsa04630	EGFR	Jak-STAT_signaling_pathway
hsa04630	EP300	Jak-STAT_signaling_pathway
hsa04630	EPO	Jak-STAT_signaling_pathway
hsa04630	EPOR	Jak-STAT_signaling_pathway
hsa04630	GFAP	Jak-STAT_signaling_pathway
hsa04630	GH1	Jak-STAT_signaling_pathway
hsa04630	GH2	Jak-STAT_signaling_pathway
hsa04630	GHR	Jak-STAT_signaling_pathway
hsa04630	GRB2	Jak-STAT_signaling_pathway
hsa04630	HRAS	Jak-STAT_signaling_pathway
hsa04630	IFNA1	Jak-STAT_signaling_pathway
hsa04630	IFNA10	Jak-STAT_signaling_pathway
hsa04630	IFNA13	Jak-STAT_signaling_pathway
hsa04630	IFNA14	Jak-STAT_signaling_pathway
hsa04630	IFNA16	Jak-STAT_signaling_pathway
hsa04630	IFNA17	Jak-STAT_signaling_pathway
hsa04630	IFNA2	Jak-STAT_signaling_pathway
hsa04630	IFNA21	Jak-STAT_signaling_pathway
hsa04630	IFNA4	Jak-STAT_signaling_pathway
hsa04630	IFNA5	Jak-STAT_signaling_pathway
hsa04630	IFNA6	Jak-STAT_signaling_pathway
hsa04630	IFNA7	Jak-STAT_signaling_pathway
hsa04630	IFNA8	Jak-STAT_signaling_pathway
hsa04630	IFNAR1	Jak-STAT_signaling_pathway
hsa04630	IFNAR2	Jak-STAT_signaling_pathway
hsa04630	IFNB1	Jak-STAT_signaling_pathway
hsa04630	IFNE	Jak-STAT_signaling_pathway
hsa04630	IFNG	Jak-STAT_signaling_pathway
hsa04630	IFNGR1	Jak-STAT_signaling_pathway
hsa04630	IFNGR2	Jak-STAT_signaling_pathway
hsa04630	IFNK	Jak-STAT_signaling_pathway
hsa04630	IFNL1	Jak-STAT_signaling_pathway
hsa04630	IFNL2	Jak-STAT_signaling_pathway
hsa04630	IFNL3	Jak-STAT_signaling_pathway
hsa04630	IFNLR1	Jak-STAT_signaling_pathway
hsa04630	IFNW1	Jak-STAT_signaling_pathway
hsa04630	IL10	Jak-STAT_signaling_pathway
hsa04630	IL10RA	Jak-STAT_signaling_pathway
hsa04630	IL10RB	Jak-STAT_signaling_pathway
hsa04630	IL11	Jak-STAT_signaling_pathway
hsa04630	IL11RA	Jak-STAT_signaling_pathway
hsa04630	IL12A	Jak-STAT_signaling_pathway
hsa04630	IL12B	Jak-STAT_signaling_pathway
hsa04630	IL12RB1	Jak-STAT_signaling_pathway
hsa04630	IL12RB2	Jak-STAT_signaling_pathway
hsa04630	IL13	Jak-STAT_signaling_pathway
hsa04630	IL15	Jak-STAT_signaling_pathway
hsa04630	IL15RA	Jak-STAT_signaling_pathway
hsa04630	IL17D	Jak-STAT_signaling_pathway
hsa04630	IL19	Jak-STAT_signaling_pathway
hsa04630	IL2	Jak-STAT_signaling_pathway
hsa04630	IL20	Jak-STAT_signaling_pathway
hsa04630	IL20RA	Jak-STAT_signaling_pathway
hsa04630	IL20RB	Jak-STAT_signaling_pathway
hsa04630	IL21	Jak-STAT_signaling_pathway
hsa04630	IL21R	Jak-STAT_signaling_pathway
hsa04630	IL22	Jak-STAT_signaling_pathway
hsa04630	IL22RA1	Jak-STAT_signaling_pathway
hsa04630	IL22RA2	Jak-STAT_signaling_pathway
hsa04630	IL23A	Jak-STAT_signaling_pathway
hsa04630	IL23R	Jak-STAT_signaling_pathway
hsa04630	IL24	Jak-STAT_signaling_pathway
hsa04630	IL27RA	Jak-STAT_signaling_pathway
hsa04630	IL2RA	Jak-STAT_signaling_pathway
hsa04630	IL2RB	Jak-STAT_signaling_pathway
hsa04630	IL3	Jak-STAT_signaling_pathway
hsa04630	IL4	Jak-STAT_signaling_pathway
hsa04630	IL4R	Jak-STAT_signaling_pathway
hsa04630	IL5	Jak-STAT_signaling_pathway
hsa04630	IL5RA	Jak-STAT_signaling_pathway
hsa04630	IL6	Jak-STAT_signaling_pathway
hsa04630	IL6R	Jak-STAT_signaling_pathway
hsa04630	IL6ST	Jak-STAT_signaling_pathway
hsa04630	IL7	Jak-STAT_signaling_pathway
hsa04630	IL7R	Jak-STAT_signaling_pathway
hsa04630	IL9	Jak-STAT_signaling_pathway
hsa04630	IRF9	Jak-STAT_signaling_pathway
hsa04630	JAK1	Jak-STAT_signaling_pathway
hsa04630	JAK2	Jak-STAT_signaling_pathway
hsa04630	JAK3	Jak-STAT_signaling_pathway
hsa04630	LEP	Jak-STAT_signaling_pathway
hsa04630	LEPR	Jak-STAT_signaling_pathway
hsa04630	LIF	Jak-STAT_signaling_pathway
hsa04630	LIFR	Jak-STAT_signaling_pathway
hsa04630	MCL1	Jak-STAT_signaling_pathway
hsa04630	MPL	Jak-STAT_signaling_pathway
hsa04630	MTOR	Jak-STAT_signaling_pathway
hsa04630	MYC	Jak-STAT_signaling_pathway
hsa04630	OSM	Jak-STAT_signaling_pathway
hsa04630	OSMR	Jak-STAT_signaling_pathway
hsa04630	PDGFA	Jak-STAT_signaling_pathway
hsa04630	PDGFB	Jak-STAT_signaling_pathway
hsa04630	PDGFRA	Jak-STAT_signaling_pathway
hsa04630	PDGFRB	Jak-STAT_signaling_pathway
hsa04630	PIAS1	Jak-STAT_signaling_pathway
hsa04630	PIAS2	Jak-STAT_signaling_pathway
hsa04630	PIAS3	Jak-STAT_signaling_pathway
hsa04630	PIAS4	Jak-STAT_signaling_pathway
hsa04630	PIK3CA	Jak-STAT_signaling_pathway
hsa04630	PIK3CB	Jak-STAT_signaling_pathway
hsa04630	PIK3CD	Jak-STAT_signaling_pathway
hsa04630	PIK3R1	Jak-STAT_signaling_pathway
hsa04630	PIK3R3	Jak-STAT_signaling_pathway
hsa04630	PIM1	Jak-STAT_signaling_pathway
hsa04630	PRL	Jak-STAT_signaling_pathway
hsa04630	PRLR	Jak-STAT_signaling_pathway
hsa04630	PTPN11	Jak-STAT_signaling_pathway
hsa04630	PTPN2	Jak-STAT_signaling_pathway
hsa04630	PTPN6	Jak-STAT_signaling_pathway
hsa04630	RAF1	Jak-STAT_signaling_pathway
hsa04630	SOCS1	Jak-STAT_signaling_pathway
hsa04630	SOCS2	Jak-STAT_signaling_pathway
hsa04630	SOCS3	Jak-STAT_signaling_pathway
hsa04630	SOCS4	Jak-STAT_signaling_pathway
hsa04630	SOCS5	Jak-STAT_signaling_pathway
hsa04630	SOCS6	Jak-STAT_signaling_pathway
hsa04630	SOS1	Jak-STAT_signaling_pathway
hsa04630	SOS2	Jak-STAT_signaling_pathway
hsa04630	STAM	Jak-STAT_signaling_pathway
hsa04630	STAM2	Jak-STAT_signaling_pathway
hsa04630	STAT1	Jak-STAT_signaling_pathway
hsa04630	STAT2	Jak-STAT_signaling_pathway
hsa04630	STAT3	Jak-STAT_signaling_pathway
hsa04630	STAT4	Jak-STAT_signaling_pathway
hsa04630	STAT5A	Jak-STAT_signaling_pathway
hsa04630	STAT5B	Jak-STAT_signaling_pathway
hsa04630	STAT6	Jak-STAT_signaling_pathway
hsa04630	THPO	Jak-STAT_signaling_pathway
hsa04630	TSLP	Jak-STAT_signaling_pathway
hsa04630	TYK2	Jak-STAT_signaling_pathway
hsa04640	ANPEP	Hematopoietic_cell_lineage
hsa04640	CD14	Hematopoietic_cell_lineage
hsa04640	CD19	Hematopoietic_cell_lineage
hsa04640	CD1A	Hematopoietic_cell_lineage
hsa04640	CD1B	Hematopoietic_cell_lineage
hsa04640	CD1C	Hematopoietic_cell_lineage
hsa04640	CD1D	Hematopoietic_cell_lineage
hsa04640	CD1E	Hematopoietic_cell_lineage
hsa04640	CD2	Hematopoietic_cell_lineage
hsa04640	CD22	Hematopoietic_cell_lineage
hsa04640	CD33	Hematopoietic_cell_lineage
hsa04640	CD34	Hematopoietic_cell_lineage
hsa04640	CD36	Hematopoietic_cell_lineage
hsa04640	CD37	Hematopoietic_cell_lineage
hsa04640	CD38	Hematopoietic_cell_lineage
hsa04640	CD3D	Hematopoietic_cell_lineage
hsa04640	CD3E	Hematopoietic_cell_lineage
hsa04640	CD3G	Hematopoietic_cell_lineage
hsa04640	CD4	Hematopoietic_cell_lineage
hsa04640	CD44	Hematopoietic_cell_lineage
hsa04640	CD5	Hematopoietic_cell_lineage
hsa04640	CD55	Hematopoietic_cell_lineage
hsa04640	CD59	Hematopoietic_cell_lineage
hsa04640	CD7	Hematopoietic_cell_lineage
hsa04640	CD8A	Hematopoietic_cell_lineage
hsa04640	CD8B	Hematopoietic_cell_lineage
hsa04640	CD9	Hematopoietic_cell_lineage
hsa04640	CR1	Hematopoietic_cell_lineage
hsa04640	CR1L	Hematopoietic_cell_lineage
hsa04640	CR2	Hematopoietic_cell_lineage
hsa04640	CSF1	Hematopoietic_cell_lineage
hsa04640	CSF1R	Hematopoietic_cell_lineage
hsa04640	CSF2	Hematopoietic_cell_lineage
hsa04640	CSF3	Hematopoietic_cell_lineage
hsa04640	CSF3R	Hematopoietic_cell_lineage
hsa04640	DNTT	Hematopoietic_cell_lineage
hsa04640	EPO	Hematopoietic_cell_lineage
hsa04640	EPOR	Hematopoietic_cell_lineage
hsa04640	FCER2	Hematopoietic_cell_lineage
hsa04640	FCGR1A	Hematopoietic_cell_lineage
hsa04640	FLT3	Hematopoietic_cell_lineage
hsa04640	FLT3LG	Hematopoietic_cell_lineage
hsa04640	GP1BA	Hematopoietic_cell_lineage
hsa04640	GP1BB	Hematopoietic_cell_lineage
hsa04640	GP5	Hematopoietic_cell_lineage
hsa04640	GP9	Hematopoietic_cell_lineage
hsa04640	GYPA	Hematopoietic_cell_lineage
hsa04640	HLA-DMA	Hematopoietic_cell_lineage
hsa04640	HLA-DMB	Hematopoietic_cell_lineage
hsa04640	HLA-DOA	Hematopoietic_cell_lineage
hsa04640	HLA-DOB	Hematopoietic_cell_lineage
hsa04640	HLA-DPA1	Hematopoietic_cell_lineage
hsa04640	HLA-DPB1	Hematopoietic_cell_lineage
hsa04640	HLA-DQA1	Hematopoietic_cell_lineage
hsa04640	HLA-DQA2	Hematopoietic_cell_lineage
hsa04640	HLA-DQB1	Hematopoietic_cell_lineage
hsa04640	HLA-DRA	Hematopoietic_cell_lineage
hsa04640	HLA-DRB1	Hematopoietic_cell_lineage
hsa04640	HLA-DRB5	Hematopoietic_cell_lineage
hsa04640	IL11	Hematopoietic_cell_lineage
hsa04640	IL11RA	Hematopoietic_cell_lineage
hsa04640	IL1A	Hematopoietic_cell_lineage
hsa04640	IL1B	Hematopoietic_cell_lineage
hsa04640	IL1R1	Hematopoietic_cell_lineage
hsa04640	IL1R2	Hematopoietic_cell_lineage
hsa04640	IL2RA	Hematopoietic_cell_lineage
hsa04640	IL3	Hematopoietic_cell_lineage
hsa04640	IL4	Hematopoietic_cell_lineage
hsa04640	IL4R	Hematopoietic_cell_lineage
hsa04640	IL5	Hematopoietic_cell_lineage
hsa04640	IL5RA	Hematopoietic_cell_lineage
hsa04640	IL6	Hematopoietic_cell_lineage
hsa04640	IL6R	Hematopoietic_cell_lineage
hsa04640	IL7	Hematopoietic_cell_lineage
hsa04640	IL7R	Hematopoietic_cell_lineage
hsa04640	ITGA1	Hematopoietic_cell_lineage
hsa04640	ITGA2	Hematopoietic_cell_lineage
hsa04640	ITGA2B	Hematopoietic_cell_lineage
hsa04640	ITGA3	Hematopoietic_cell_lineage
hsa04640	ITGA4	Hematopoietic_cell_lineage
hsa04640	ITGA5	Hematopoietic_cell_lineage
hsa04640	ITGA6	Hematopoietic_cell_lineage
hsa04640	ITGAM	Hematopoietic_cell_lineage
hsa04640	ITGB3	Hematopoietic_cell_lineage
hsa04640	KIT	Hematopoietic_cell_lineage
hsa04640	KITLG	Hematopoietic_cell_lineage
hsa04640	MME	Hematopoietic_cell_lineage
hsa04640	MS4A1	Hematopoietic_cell_lineage
hsa04640	TFRC	Hematopoietic_cell_lineage
hsa04640	THPO	Hematopoietic_cell_lineage
hsa04640	TNF	Hematopoietic_cell_lineage
hsa04650	BID	Natural_killer_cell_mediated_cytotoxicity
hsa04650	BRAF	Natural_killer_cell_mediated_cytotoxicity
hsa04650	CASP3	Natural_killer_cell_mediated_cytotoxicity
hsa04650	CD244	Natural_killer_cell_mediated_cytotoxicity
hsa04650	CD247	Natural_killer_cell_mediated_cytotoxicity
hsa04650	CD48	Natural_killer_cell_mediated_cytotoxicity
hsa04650	CSF2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	FAS	Natural_killer_cell_mediated_cytotoxicity
hsa04650	FASLG	Natural_killer_cell_mediated_cytotoxicity
hsa04650	FCER1G	Natural_killer_cell_mediated_cytotoxicity
hsa04650	FCGR3A	Natural_killer_cell_mediated_cytotoxicity
hsa04650	FCGR3B	Natural_killer_cell_mediated_cytotoxicity
hsa04650	FYN	Natural_killer_cell_mediated_cytotoxicity
hsa04650	GRB2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	GZMB	Natural_killer_cell_mediated_cytotoxicity
hsa04650	HCST	Natural_killer_cell_mediated_cytotoxicity
hsa04650	HLA-A	Natural_killer_cell_mediated_cytotoxicity
hsa04650	HLA-B	Natural_killer_cell_mediated_cytotoxicity
hsa04650	HLA-C	Natural_killer_cell_mediated_cytotoxicity
hsa04650	HLA-E	Natural_killer_cell_mediated_cytotoxicity
hsa04650	HLA-F	Natural_killer_cell_mediated_cytotoxicity
hsa04650	HLA-G	Natural_killer_cell_mediated_cytotoxicity
hsa04650	HRAS	Natural_killer_cell_mediated_cytotoxicity
hsa04650	ICAM1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	ICAM2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNA1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNA10	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNA13	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNA14	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNA16	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNA17	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNA2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNA21	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNA4	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNA5	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNA6	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNA7	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNA8	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNAR1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNAR2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNB1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNG	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNGR1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	IFNGR2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	ITGAL	Natural_killer_cell_mediated_cytotoxicity
hsa04650	ITGB2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	KIR2DL1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	KIR2DL3	Natural_killer_cell_mediated_cytotoxicity
hsa04650	KIR2DL4	Natural_killer_cell_mediated_cytotoxicity
hsa04650	KIR3DL1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	KIR3DL2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	KIR3DL3	Natural_killer_cell_mediated_cytotoxicity
hsa04650	KLRC1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	KLRC2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	KLRC3	Natural_killer_cell_mediated_cytotoxicity
hsa04650	KLRC4	Natural_killer_cell_mediated_cytotoxicity
hsa04650	KLRD1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	KLRK1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	KRAS	Natural_killer_cell_mediated_cytotoxicity
hsa04650	LAT	Natural_killer_cell_mediated_cytotoxicity
hsa04650	LCK	Natural_killer_cell_mediated_cytotoxicity
hsa04650	LCP2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	MAP2K1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	MAP2K2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	MAPK1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	MAPK3	Natural_killer_cell_mediated_cytotoxicity
hsa04650	MICA	Natural_killer_cell_mediated_cytotoxicity
hsa04650	MICB	Natural_killer_cell_mediated_cytotoxicity
hsa04650	NCR1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	NCR2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	NCR3	Natural_killer_cell_mediated_cytotoxicity
hsa04650	NFATC1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	NFATC2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	NRAS	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PAK1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PIK3CA	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PIK3CB	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PIK3CD	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PIK3R1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PIK3R3	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PLCG1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PLCG2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PPP3CA	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PPP3CB	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PPP3CC	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PPP3R1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PPP3R2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PRF1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PRKCA	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PRKCB	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PRKCG	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PTK2B	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PTPN11	Natural_killer_cell_mediated_cytotoxicity
hsa04650	PTPN6	Natural_killer_cell_mediated_cytotoxicity
hsa04650	RAC1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	RAC2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	RAC3	Natural_killer_cell_mediated_cytotoxicity
hsa04650	RAET1E	Natural_killer_cell_mediated_cytotoxicity
hsa04650	RAET1G	Natural_killer_cell_mediated_cytotoxicity
hsa04650	RAET1L	Natural_killer_cell_mediated_cytotoxicity
hsa04650	RAF1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	SH2D1B	Natural_killer_cell_mediated_cytotoxicity
hsa04650	SH3BP2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	SHC1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	SHC2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	SHC3	Natural_killer_cell_mediated_cytotoxicity
hsa04650	SHC4	Natural_killer_cell_mediated_cytotoxicity
hsa04650	SOS1	Natural_killer_cell_mediated_cytotoxicity
hsa04650	SOS2	Natural_killer_cell_mediated_cytotoxicity
hsa04650	SYK	Natural_killer_cell_mediated_cytotoxicity
hsa04650	TNF	Natural_killer_cell_mediated_cytotoxicity
hsa04650	TNFRSF10A	Natural_killer_cell_mediated_cytotoxicity
hsa04650	TNFRSF10B	Natural_killer_cell_mediated_cytotoxicity
hsa04650	TNFSF10	Natural_killer_cell_mediated_cytotoxicity
hsa04650	TYROBP	Natural_killer_cell_mediated_cytotoxicity
